Username,Tweet,Like Count,Retweet Count,Subjectivity,Polarity,Analysis
naijacrackers,Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bounty Pack Here  http://t.co/m6OGbVBiiJ,0,0,0.45454545454545453,0.13636363636363635,Strong
Dgurusworld,"Glo Introduce New Tarrif
Plan That Gives 200%
Bonus On Your Recharge &amp;
Xmas Bunty Pack 

Glo just introduced... http://t.co/Rg5yAGKDoy",0,0,0.45454545454545453,0.13636363636363635,Strong
Dgurusworld,"Glo Introduce New Tarrif
Plan That Gives 200%
Bonus On Your Recharge &amp;
Xmas Bunty Pack 

Glo just introduced... http://t.co/fJWUTEpzJk",0,0,0.45454545454545453,0.13636363636363635,Strong
iszola,Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/dQsYHCNXsS v,0,0,0.45454545454545453,0.13636363636363635,Strong
Blessyn_cfc,"GLO INTRODUCE NEW TARRIF PLAN THAT GIVES
200% BONUS
ON YOUR RECHARGE &amp; XMAS BUNTY PACK
Glo Introduce New Tarrif... http://t.co/SZqwLJXraF",0,0,0.45454545454545453,0.13636363636363635,Strong
GF_Officials,Gurusfans » Forum | Glo Introduce New Tarrif Plan That Gives 200%Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/BR9cUTougn,0,0,0.45454545454545453,0.13636363636363635,Strong
toocoded_com,http://t.co/lcyssDT5kV - Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/z1yNQ0az2e,0,0,0.45454545454545453,0.13636363636363635,Strong
guruzwap,Tech » Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/sGMojLGM89,0,0,0.45454545454545453,0.13636363636363635,Strong
mygistpoint,"Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack
Glo just introduced a new... http://t.co/WDBbAdSBEI",0,0,0.45454545454545453,0.13636363636363635,Strong
samamoo_,INFOHINT » Forum » GLo NEW TARRIF PLAN THAT GIVES200% BONUS ON RECHARGE &amp; XMASBUNTY PACK http://t.co/Nt7QlzOvTm via ,0,0,0.45454545454545453,0.13636363636363635,Strong
naijawapaz,GLO INTRODUCE NEW TARRIF PLAN THAT GIVES 200% BONUS ON YOUR RECHARGE &amp; XMAS BUNTY PACK  http://t.co/ZtJNDgjcSI,0,0,0.45454545454545453,0.13636363636363635,Strong
Hammed_adio12,"GLO INTRODUCE NEW TARRIF
PLAN THAT GIVES 200% BONUS
ON YOUR RECHARGE &amp; XMAS
BUNTY PACK

Glo just introduced... http://t.co/JYk5Py7b1K",0,0,0.45454545454545453,0.13636363636363635,Strong
GLtrends,Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/ijIF8BWL4p via ,0,0,0.45454545454545453,0.13636363636363635,Strong
Hammed_adio12,"GLO INTRODUCE NEW TARRIF
PLAN THAT GIVES 200% BONUS
ON YOUR RECHARGE &amp; XMAS
BUNTY PACK

Glo just introduced a new... http://t.co/MgKpTQVo77",0,0,0.45454545454545453,0.13636363636363635,Strong
Hammed_adio12,"GLO INTRODUCE NEW TARRIF
PLAN THAT GIVES 200% BONUS
ON YOUR RECHARGE &amp; XMAS
BUNTY PACK",0,0,0.45454545454545453,0.13636363636363635,Strong
Haysmart,Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack: Glo just introduced a ... http://t.co/6QT478m19e,0,0,0.45454545454545453,0.13636363636363635,Strong
yomiprof,Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack  http://t.co/vEq877moWB via ,0,0,0.45454545454545453,0.13636363636363635,Strong
yomiprof,Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/vEq877moWB via ,0,0,0.45454545454545453,0.13636363636363635,Strong
timonie88," Hi,please Glo bumper affect my tarrif plan",0,0,0.0,0.0,Neutral
Hammed_adio12," plz what's the tarrif plan 4 ""glo bounce ""? I need their details",0,0,0.0,0.0,Neutral
ayobarme, pls what are the available glo prepaid tarrif plan for voice call.,0,0,0.4,0.4,Strong
ChuksonMiles,"Yes "":  sorry brah, ma ba3 dey gimme blowjob ni...wait, na glo tarrif plan hints u need abi?""",0,0,1.0,-0.5,Weak
sinzu_soft," sorry brah, ma ba3 dey gimme blowjob ni...wait, na glo tarrif plan hints u need abi?",0,0,1.0,-0.5,Weak
Nnastan,Pls i need detail on glo bounce tarrif plan &amp; 30mb data bonus.,0,0,0.0,0.0,Neutral
unimaidtalk,"It is a prepaid plan available to new and existing Glo subscribers.

Key Features of Glo Bounce Tarrif plan :... http://t.co/HoqUF8dxQb",0,0,0.6181818181818182,0.1787878787878788,Strong
prettycachy," Hi, pls I want 2knw more about d new glo bounce tarrif plan for students cos I heard about it yestanite on TV.",0,0,0.4772727272727273,0.3181818181818182,Strong
onwocheicollins, what's your best  tarrif plan? Anything nicer than glo GBam?,0,0,0.3,1.0,Very Strong
Bollybryan,"MTN/Glo users, please, to make an international call, what's the best tarrif plan to do that on?",0,0,0.15,0.5,Strong
Mal_Kaybee,""": LOL *clears throat*"":  Wetin b gbam!?"""" Lmfao.. Glo tarrif plan",0,1,0.7,1.0,Very Strong
Beamburlah,Glo BIG5 promo or tarrif plan is a SCAM!!! Na God go punish ona 4 d deciet! cc: ,0,0,0.0,0.0,Neutral
GloCare,", u may pls dial *100*9*2# and send. This will take u to our infinito plan.The tarrif is 20k glo, 30k other network and 10k to",0,0,0.375,-0.125,Weak
GloCare,", u may migrate to the infinito plan. To do this, pls dial *100*9*2# and send. You will be charged N100.00.The tarrif is 20k glo to",0,0,0.0,0.0,Neutral
gregwills, I want to be migrated to the Glo Hi-Lifer tarrif plan. Thanks,0,0,0.2,0.2,Strong
GadgetsNgs,"The New Glo Tarrif Plans:Glo Talk-Free tariff plan, Glo Hi-Flier And their Activation Codes http://t.co/Njsd7Bl6Wn",0,0,0.45454545454545453,0.13636363636363635,Strong
nigeriamobile,"The New Glo Tarrif Plans:Glo Talk-Free tariff plan, Glo Hi-Flier And their Activation Codes http://t.co/zeh0ci5md7",0,0,0.45454545454545453,0.13636363636363635,Strong
heroine2809," G-bam tarrif plan, unbeatable talking,texting $browsing experience ..... Glo with pride",0,0,0.0,0.0,Neutral
that_winner," with glo G.bm hi five tarrif plan, stay easily with family and friend #GLOSLOGANSWEDNESDAY",0,0,0.8333333333333334,0.43333333333333335,Strong
boda_lanre,"*101*1*thenumber# Depending on your tarrif plan tho RT : Pls glo subscribers, what is the code for glo ... http://t.co/bzBIuVgG",0,0,0.0,0.0,Neutral
Faro1010, 'New Glo Infinito No Condition tarrif plan',0,0,0.45454545454545453,0.13636363636363635,Strong
MilzzyMercy," Glo TALK FREE tariff plan, It's a lot more packaged than a Tarrif",0,0,0.65,0.45,Strong
MilzzyMercy," Glo TALK FREE tariff plan, Tarrif of champions",0,0,0.8,0.4,Strong
MilzzyMercy," Glo TALK FREE tariff plan, offers the tarrif other networks cannot offer...!!!",0,0,0.39166666666666666,0.08528645833333333,Strong
Franco_Banco," #GLOSLOGANSWEDNESDAY Glo Talk free tarrif
plan - THIS IS FREEDOM 0F SPEECH..",0,0,0.8,0.4,Strong
Franco_Banco," #GLOSLOGANSWEDNESDAY Glo Talk free tarrif
plan - THIS IS FREEDOM 0F SPEECH.",0,0,0.8,0.4,Strong
hayatou01,. What's the tarrif plan on the glo flexi reloaded and glo gista.,0,0,0.0,0.0,Neutral
obamakp, I wish 2 knw glo tarrif plan,0,0,0.0,0.0,Neutral
obamakp, I wish 2 knw glo tarrif plan,0,0,0.0,0.0,Neutral
olibenu,"Unlimitd data 4 nonBBs pls "": Get ready for the Nigerian telco data tarrif wars. Glo strikes first. Data plan caps revised upward""",0,0,0.41666666666666663,0.225,Strong
MrBankole,Get ready for the Nigerian telco data tarrif wars. Glo strikes first. Data plan caps revised upward.,0,2,0.41666666666666663,0.225,Strong
b_makanaki,Gbam hi 5...a stupid extortive tarrif plan on glo network.mtchewwww,0,0,1.0,-0.7999999999999999,Very Weak
MrJohnEnglish,"For crying out loud, I need ld tarrif plan for glo "": Agbaya oshi RT : Bam bam la la...*whistling*""",0,0,0.7,-0.05,Weak
lincoln4luv,  any new tarrif plan from glo?,0,0,0.45454545454545453,0.13636363636363635,Strong
onwocheicollins,How to Subscribe to Glo 1derful Tarrif Plan!: http://t.co/qrAKpWC,0,0,0.0,0.0,Neutral
