Tweet,Analysis
 have you changed your USSD code for  customers? Or you both are beefing each other.. For the past 3 days I can't access the services on 3 different glo numbers https://t.co/XAdLYlDFrg,Weak
"instead of giving his Glo customers free one month unlimited data to stay at home. 

But it's me and you that buy their products on daily basis, Just to make them rich. We used their services and pay for it and they they make supernormal profits.

Now, look at how they punished",Strong
"to FG instead of giving his Glo customers free one month unlimited data to stay at home.

But it's me and you that buy their products on daily basis, just to make them rich. We used their services and pay for it and they they make supernormal profits.
Now, look at how they punish",Strong
"(Globacom) donated over N1b to FG instead
of giving his Glo customers free one month unlimited data to
stay at home.
But it's me and you that buy their products on daily basis,
Just to make them rich. We used their services and pay for it and they continue to make supernormal pro",Strong
" Well Glo na the baba ni
Data na Dem get am
Bonus on calls na them get an
Excellent customer care services
And na we still come get am
#Naija4life",Very Strong
"  Oh my got.... U finished Glo... Glo is actually making their money from services rendered to companies I guess, so dey don't care abt prepaid customers sadly, our indegineous network ooo",Weak
" Glo Mobile runs on the services of Glo 1, the first and only privately owned optic fibre cable system in Africa, running from United Kingdom to Africa, which delivers huge data bandwidth to customers, we are better placed to offer the best of data services to customers .",Strong
" Since I came to bono east,my Glo data refuse to on. Why, called your customer services they refuse to pick up.",Neutral
All the #networkproviders in #Nigeria     couldn't give there numerous customer's free data at Covid-19 lockdown sit at home to browse. But with poor network services.,Neutral
"    To be fair, I used to rely on  for my data services &amp; portion of voice calls but switched to MTN around 2016 when glo nearly blew my budget with a multitude of unexplained deductions! The customer care standard was also beyond atrocious!!! Except they since changed...",Weak
Instead of you guys to credit ur customers account with free data to easy their pains at trying period rather all you could to is to send an SMS to me to stay at home and use my money to access your services. Glo network Una no dey shame walahi.. https://t.co/tWzrL3YiAe,Strong
"Dear Customer,
In light of the Govt. order to shut down due to COVID-19, our operations team is in place to ensure that you continue to enjoy the network services.

Glo you are doing well",Strong
"I've not seen one multinational that offer services to customers give out free services this period. MTN, Glo, Airtel, 9mobile, Dstv, etc. Not one",Strong
"The difference between black men and white men: Companies all over the world are offering free services to their customers in a trying period like this COVID-19 but not in black men countries.
Black men will press you more and  make more money.Examples are: MTN,GLO,Airtel,9Mobile",Strong
"THIS IS WHAT SOMEONE GOT FROM T-MOBILE.
FREE UNLIMITED INTERNET DATA. COMPANIES IN DIFFERENT
COUNTRIES ARE OFFERING THIS KIND OF SERVICES TO THEIR CUSTOMERS . BUT OUR MTN, GLO ,AIRTEL  AND 9MOBILE  ARE NOT https://t.co/N6p8cKl30p",Strong
" Glo Mobile runs on the services of Glo 1, the first and only privately owned optic fibre cable system in Africa, running from United Kingdom to Africa, which delivers huge data bandwidth to customers, we are better placed to offer the best of data services to customers .",Strong
Hello Tweeps🙋🏻‍♀️. Those of you that are having problem with their GLO Line kindly meet my Cousin 😂 he going to handle the Glo Customers Care Services Today... Comment with your problems under this tweet🤗🙏🏻... Cousin please be patient with your customers😌.,Strong
Glo Data Plans are very affordable with flexible internet browsing plans. Glo mobile offers high-speed 3G and 4G internet services to its customers across Nigeria. 500mb for only N200 &amp; 6.75gb for N1500. Dail *777# to subscribe today.,Strong
"  We are glad to get this feedback from you. We keep ensuring our esteemed customers are delighted with our services. Thanks for choosing Glo!   

CA",Strong
 you have allowed these private banks steal from and giving us poor services. They can never help your business or give you loan as a loyal customer. Why not provide mobile banking services for us like Mtn or Glo mobile money so we can be saving our money there. It’s beta,Weak
"Natcom Chairman, africell GM, Orange GM all of you are big cheats and mess to the nation of Sierra Leone. Think about GLO and MTN making their customers happy with good services they are providing in Nigeria and Ghana. But you’re busy finding ways how to exploits us in SL🇸🇱",Strong
 hey  in the history of customer service u guys have the worst customer service ever. Maybe u guys are just slightly behind glo in providing services,Weak
" I'm ashamed of ur services both in ur offices &amp; data/call services.. Everything is very very poor services. No single consideration for customer time and money. Glo is d MOST USELESS NETWORK in the world, can't enjoy ur call, browsing &amp; even ur walk-in service is worse",Weak
  Stop cajoling customers Glo. U offer shit as services and try to pretend you are on top of situations.,Strong
 Today I was disappointed with your services in glo office here in yola. I wish you can send a supervisor to see how customers are treated and I wish you can provide a customer service satisfaction register to see how customers will respond. 3 hours just to register,Very Weak
"I can't imagine waiting for 2hrs+ just to get a Sim card from glo office..

Customer service and centres as slow as their 4g internet services..😏😏",Weak
"Monitoring ads on electronic media locally &amp; Internationally, Glo is spending more than MTN.
MTN make more money and has more subscribers than Glo. 
Good products with robust customer care service advertise itself. Glo should work hard to improve on there network &amp; services.",Strong
"Yes it advertises but it's just a way of educating the customers and also informing them about the various services (just like Glo and MTN do), they do pick up. I've called a few times, they also respond to mails too.",Weak
 Glo am not happy with your services especially your customer service is zero. I called now to complain about unauthorized deductions on my acc anytime I recharge.your agent said that my line could not be updated due to technical issues on top my #200.08158648724.,Weak
 Glo am not happy with your services especially your customer service is zero. I called now to complain about unauthorized deductions on my account anytime I recharge. Your agent said that my line could not be updated due to technical issues on top my #200. I am need explanation.,Weak
 I must tell Glo that I love your effective services to customers online. Keep it up. It's a good way for people that cannot call to contact you guys. Kuddos,Strong
" Stupid glo, your customers are busy battling with network issues and poor services and you’re here asking people their favorite street food. Useless people",Weak
"This pass includes....
2 Spa Services
1 week Sunless tanning
1 YEAR of UV Tanning
All Free!!!!!!
NO COST NO FEE JUST FREE!!!
https://t.co/u8BNLfvtKf
New Customers only....  Glo Sun Spa Copperfield https://t.co/KNfYVm3C4W",Strong
"This pass includes....
2 Spa Services
1 week Sunless tanning
1 YEAR of UV Tanning
All Free!!!!!!
NO COST NO FEE JUST FREE!!!
https://t.co/0tifm5VclD
New Customers only....  Glo Sun Spa - 1960 &amp; Eldridge https://t.co/bbg64ZVw5k",Strong
"Our customer portal is LIVE! Create a free, no obligation account for your salon today to get started with #GLO #salonrecycling services. https://t.co/VL24LPW76T https://t.co/WqS9C4qDrQ",Strong
 I stand to be corrected. What is/are the benefit(s) they get from signing celebrities with huge money and giving customers poor services. Glo especially.  I still don't understand why infinix will sign someone tweeting with an iPhone.,Strong
"$TEL, $GLO, $ISM: the 3 major mobile operators are working together, tapping global technology svc provider Syniverse, to enable number porting services in line with the government’s initiative to allow customers to switch mobile services without changing their mobile numbers",Strong
" I made a tweet about my 4g lte sim not receiving 4G services and you guys said you were working on it, it's been more than 2 days and am yet to receive 4g services on that sim. What is the problem? Is glo 4g sim not truly 4g and rather just a name to attract customers?",Strong
"   Them say make una wake up. Just one person say him dey enjoy una service, you guys rushed out to acknowledge him. Is it one customer you provide services for, abi na millions of Nigerians. Wake up glo before una glory go depart.",Strong
" We have improved on our services enormously in the recent past, and we want to enhance customers’ experience continuously, may we have your number for quick assistance. Get 50MB data free by recharging your Glo number online simply dial*555# . Thank you for using Glo Mobile…~A.W",Strong
" We have improved on our services enormously in the recent past, and we want to enhance customers’ experience continuously, May we have your number and exact location for quick assistance.Get 50MB data free by recharging your Glo number online, simply dial*555#,thanks…~A.W",Strong
Glo mobile offers high-speed 3G and 4G internet services to its customers across Nigeria. Glo Data Plan has some of the best priced data plans.  #Glomobile #internetpackages #mobileservices https://t.co/oF4sElEXwr https://t.co/knpDQvoV0L,Strong
 Please MTN Ghana is not the only Telecommunication network providing bad services to customers   Glo Customers are still not able to send Text messages for over 2 months now don’t pretend you don’t know this.,Weak
"   Chale dem sef dem no be stable, all de Telcos for sign agreement to provide better services to customers at good rates. We for get value for our monies",Strong
"You see Glo! As in Global com their services might not be satisfying to all customer's ,but they sleep on ads and marketing . I look at them I just assume Glo pushes out adverts every week worth millions, even people wey de sell ticket to heaven no do advert reach glo",Strong
 GLO customer care services is just too slow for my liking 🤦🤦,Weak
" Please you need to know that Glo network is bad, and you have customers because of your services in data, if this data service is withdraw no need to use glo line",Weak
what is the function of  customer care services that cnt pick calls?,Neutral
", I want let you know that customers' satisfaction is about the quality of services received from the provider. I hate seeing Edge on my Smartphone. Glo is the only ISP with this. Remember one Lagos Guy also complained of that. On MTN, Airtel, whenever you put on your",Weak
"Glo, MTN Taking Us For Granted – Customers Speak On State Of Networks The recent flood in Abuja due to the heavy rain pour may have affected the services of two giant https://t.co/emfw4PiZax",Weak
 I've never been this kind of disappointed with any network before. GLO customer care services seems to be the most useless and stupid set of people working there. I complained of over scratched card since 12 noon nothing has been done up till now.,Weak
 your favorite dead network. How on earth are you an ISP to all other networks? Your client provide better internet services to their customers yet glo subscribers use the worst voice &amp; internet services in this country. Tueh,Weak
Airtel has finally edged put GLO from second position in terms of overall market share (both in terms of internet subscribers and total subscribers). This is what you get when continually dish out extremely poor services to your customers.,Weak
"These glo Amebo adverts are so stupid. Your customers can’t use their airtime bonus to seal business deals, to market their goods and services, to check on family and loved ones. It must be senseless abd baseless gossip. Nonsense.",Weak
"PLEASE RETWEET!!! MY CUSTOMERS MIGHT BE ON YIUR LIST!!! 
MTN DATA SERVICES 
1gig 550
2gig 1100
Glo and airtel available https://t.co/EUO6rDechA",Strong
" Now that I have your attention, improve on your services to your customers. You should know by now that Nigerians use more of data than voice calls. I don't use glo line, but I'm a patriotic Nigerian.",Strong
 Having a great customer service will go a long way in helping a lot Nigeria businesses. Nigerians are one of the most sentimental consumers of a product. But most complains borders around bad customer services. Glo can do better at it.,Strong
" Glo should have used their special position as a wholly local owned business to offer excellent services to their customers, unfortunately it is complains everywhere. It is about service not patriotism that will enrich some person providing poor service.",Strong
" Even if their network is rubbish and their customer services is annoying?
I used to have a glo line. I bought 1Gb data, they gave a bonus of another one valid for 1 week.
I could not even used 100mb in that week. The network was shit. Airtel is better.",Weak
 what is happening to glo customer care that I couldn't  reach  inquiry  services,Neutral
" Caleb customers will be notified when 4G is available ,

For Best products and services, you can download the Glo cafe selfcare by texting BUZZ to 595.

Thank you for using Glo Mobile…~EK
Dial *555# to know our latest offers.",Strong
" I have been a Big customer for 5 years, I am not just a big customer, I have influenced many people to join the Glo network, put you have really annoyed with 2 services since last week, I just have to Port another network and many will follow me.",Strong
"Customer care agent or representative is one of the harsh jobs out there, more especially does that work with GSM network services i.e Glo, Etisalat, Airtel and others. That job tests you patience.",Strong
"   I ported my Glo Number to Etisalat in 2015 simply because your network wasn’t effective. Your customer service officer inquired &amp; I promised to port back to Glo when your services improve. Today, it seems you guys still haven’t gotten your acts together.
You guys need to sit up",Strong
"  Nothing like MTN offices.  They have services for Airtel and Glo customer too. If MTN shuts down, bussiness goes on",Weak
 Shey na on twitter abi where? Have you tried to call Glo customer care? Or have you tried TSTV.... ON today off tomorrow abi which one is ebeano. Haven't heard about that before. Let our very own improve on their services first then...... Cos everybody wants better things,Strong
"  Gud day pls am nt impress wit ur customer services, ur internet is very slow &amp; concerning de internet I recharge over 2k on my Glo line, its not reflecting in my account balance, pls can someone pls inbox me so I can send my number,or else I'll buy another line",Weak
" The network services you pple are providing is sooo poor. I have to wait for like 20min to download a file of 8mb. I really love glo but u guys aren't trying for your customers. Since I got a 4g phone and sim, I have never witnessed glo to enter 4g. You guys should do something.",Strong
" This is my number 08054451495, I upgraded my sim to 4G, but till the data expired, I never saw the 4G sign on my phone, called customer care services severally with no positive response.
Please we really need this to enjoy what others around us enjoy on the GLO network https://t.co/bXjMK1681T",Strong
" Notified when? After about an hour now. 

Glo is the only network not handling customer services professionally. You ask for confidential informations on Time line instead of of Dm. Too poor! 

Yet couldn’t resolve an issue after an hour of interaction. Smh",Weak
 glo customer care services are incompetent of their work.... Too bad,Weak
"  I regret being a glo user today,its very annoying that even the customers care representative don't even pick up calls.I bought glo card to recharge becomes a even a problem .Please management improve on your services. 07059799631 is my number, make sure I can recharge",Weak
"Glo is a very considerate sim network. Good customer services and relatively cheap data plans. 
They just need to do a little upgrading in their network.",Strong
"Hope they'll hear and do the needful to improve Customer services rather than concentrate on phony package's &amp; marketing. Good product services plays more role in sustainability and growth. 

Nigerians frustrated over poor Glo network https://t.co/k1bvGI4tXy",Strong
 Don't just apologise but try make it better. I have stuck with Glo data since 2013 till date. You can check my records and see that i am a faithful customer and I also made my wife obe. Not just happy that your services hasn't improved as expected. How much is your 4g sim?,Strong
"  it's saddening that Glo internet services has not been functional since yesterday in Ibadan, &amp; d only puerile solution 4rm their customer care centre is for complainant to step down to 3g/2g, and even at that, it's still not functional.",Weak
"   Glo mobile needs to stop shifting responsibility. Your customer care services is a piece of shift. No correlation at all. This minute, one unit is pacifying you and seeking for patience to resolve, the next minute another is saying something else!",Neutral
Sturtevant United States - Local Driver - Hiker/ Vehicle Transporter/CDL - Part Time - A leading glo: A leading global transportation services provider Penske operates a premier fleet of vehicles and serves its customers f https://t.co/oa1wKKSH3r,Neutral
" One dont need to call mtn, 
airtel and 9mobile customers line before you enjoy uninterrupted data and other services. Why the scam glo??. Could not browse on my phone due to snail 🐌 network. Very bad.",Weak
" 
For the past 3 months that I bought a Glo 4g enabled sim for my business, Glo have refused to activate my line for 4g services. have already complained several to their customers care and also had to do welcome back because of the issue but the problem persist.",Strong
" I was told by a customer service agent that Nokia X6 (Nokia 6.1 Plus) does not have 4g services on the Glo network. Please, how true is this?",Strong
Hinckley United States - Lead Clinical Research Associate - We help our customers get their products: We help our customers get their products to market faster with an array of research regulatory and sponsor services. Glo https://t.co/5nh3SVx6Yn,Neutral
" spectranet is bad internet service provider, they have been so awful in services delivery to the customers. You pay for services but network wouldn't be available. Glo 4G is more consistent than they do.",Weak
"Glo data services quality has been steadily on the decline.  Now I am sick to the stomach about it. I don't think they miss customers that leave anyway.
",Weak
"  We empathize. This platform only serves glo customers on enquiries, requests and complaints but not for social interaction. You may call 500 or dial *777# for more information on our products and services. Thanks. ~SG",Strong
" Hi Gloria, thank you for your appreciation. We have always gone beyond to ensure that our customers are content and satisfied with the services we provide. Regards, #WithYouHamesha",Strong
We are excited for Mobile Glo Cleaning Services as we have teamed up with House Call Pro!  For all potential brand new customers click the link below and receive 20% off of... https://t.co/iXzglfkdDG,Strong
 I have reached glo customer care a number of times. There seems to be no solution.  Like i said its not just me alone. Its the general complaint about your services here in PH . Where i live at rumuokuta close to the Rabout or at mile 4 close to Agip company is the same xperience,Weak
" I’ve been calling customer care services to complain about the bad network for couples of weeks now and I was asked the same question, landmark this landmark that. Till date nothing has been done.  I believe Chief Adenuga isn’t using this same Glo network we’re using?",Weak
 But glo network is very bad in my area what would you guys do to upgrade ur services so we ur customers can enjoy adequate network supply?,Weak
  Have been trying to recharge my glo line  morning but to no avail and getting through to your customer care services is even more harder than a camel passing the eye of a needle.,Strong
" Evil is buying glo data and ending up switching to another network all in the name of bad network. Please pay more attention to your network services.

Thanks 
Your Angry Customer.",Weak
"GIVING CUSTOMERS A VOICE!

Globacom loses 2,281 subscribers in February; MTN, 1,643 – NCC  https://t.co/CBibKBiZaD

Whats your view on this?
Kindly visit https://t.co/HAZBzECE3g to drop your comment and also review other products and services.

#GLO #MTNPulse #Airtel #etisalat https://t.co/LjsaDmqHuk",Strong
 The service is poor around here. Why don't your work on providing excellent services to the customers. I love glo but the services are just poor. Concentrate more on the service rather advert,Strong
$GLO: Head of Corporate Affairs Yolanda Crisanto said data services of its mobile customers were affected by an ongoing system issue that leaves subscribers without internet connection.,Neutral
" They're just Nigerianing their way through. No sane company that takes their customers seriously would do what they are doing. That glo advert is hilarious because like you said, given their poor services it's dead on arrival",Weak
We are glad to inform all our GLO subscribers that the network issue has been resolved and the results should have been delivered to your phones. We are committed to giving our customers excellent services. Once again... https://t.co/3TC5xFygSM,Very Strong
"We are proud of you, but Please, Gloworld we appeal that you do something urgent concerning your network for 4G  services at the Nigerian Army University to capture every customer before dropping GLO SIMS #GloYakata",Very Strong
 I can't send messages with my glo sim and I can only receive it's totally no fair . I have called the customer care services,Weak
" Glo, i have not been impressed with ur services in my area for d past weeks at isheri oshun area. D network is very bad especially at night. Pls find solutions to this quickly b4 u lose ur customers.",Strong
 I've seen some slight improvement since I was told the problem had been resolved. I hope it remains so for a long time. Thanks Glo. You are improving in your customer care services. I see hope.,Weak
" Good morning,
Yes, we have the Glo Cafe application. It is a self service app, that allows Glo customers manage their Glo lines. Checking account balance, recharging via their bank, subscribing for data bundles, accessing our special packs, offers and Glo services etc.  PE",Strong
" this past few days your services has been terrible and I can't reach your customer care representative, I think am done with Glo it doesn't work for me.",Weak
"My experience with emergency services?

I dialed the emergency service 7 times only to hear this all 7times
""This number is not a customer service help desk for GLO, AIRTEL, MTN but for emergencies. If you have an emergency dial 1.""
The second I dial1 the call ends
",Neutral
  But with the way the infinix is growing in the market what plans does Glo have for their customers? Do we still need to stick to 3G only when others are growing. Then do an advert to educate customers on the band to purchase if they are to enjoy your services.,Strong
"     Run Run, don't go in unless you love sub standard goods, no Customer Services",Strong
" All banks are whack, GTB has a large customer base of Twitter demographic Nigerians, 9mobile is relatively okay(I don't see complain about their services)  Glo is cheap",Weak
" I can't use your sim card even if you will be paying me on daily basis for use it.
What have I got to use with a cheap data that I cannot even use?
I have gotten rid if my GLO sim card for a very long time.
Better improve your services before you lose the remaining customers.",Strong
 Glo I don't understand your services.i want to speak with customer care..... meanwhile I called 121 is only Yoruba language there speak,Neutral
" You’ll be asked the good qualities of a customer care agent, you’ll need to know a little about their products and services(Glo) and your English should be on point. With these I think you’re good to go",Strong
 I am having a serious network problem with my glo line and I have called and called customer care services but it is still d same,Weak
 I am having a serious network problem with my glo line I called and called customer care services but still it is d same,Weak
     So annoying i don't understand y someone will use 600 naira for transport to glo before someone can retrieve 200 naira card...wow what a bad customer services I have ever experience so far.  I hail ooo   ,Weak
"Sun Glo Plating Company Now Offering Hardcoat Anodizing Services

In an effort to empower customers with the best options available today, one of the nation’s best in plating is now offering additional services.

(PRWeb January 08, 2019)

Read the full s… https://t.co/gwgfRG8p8y",Strong
"  CANCEL THE ORDER NOW, unless you like buying from a company that like your money but disgraceful customer services after it delivers not what you oreded, do your home work",Neutral
 BSNL is already having international roaming services for its postpaid customers in Nigeria with Glo Mobile &amp; EMTS networks. Customers are latching in Nigeria regularly.,Neutral
 Hahahahaha be nice na...  Me I dey use glo sha and I have been enjoying their services except their customer service personnels,Strong
" NETWORK,  Osogbo.
The following services are available:
MTN Data, Glo data, 9mobile Gotv , Dstv and Star times subscriptions offline and online customers 
Call me on 07034639245, and  Whatsapp me on 07080410750",Strong
" If glo are moving out of Ghana, won't they inform us there customers rather than giving us a horrible services? I can't check my account balance, recharge, check my data balance, purchase data and reception 📶 for calls and data goes off and on. This is the 4th day.",Very Weak
 what the hell is glo doing in Ghana 🇬🇭? I have never seem a Telecom network with the poor network services in this our 21 century. Where is this your fiber optic cable. How can a new customer that just purchased your sim for the past three days stay on glo?,Weak
"Thanks fb  I appreciate it. 

Kindly retweet my pinned tweet on , my customers are on your TL.

I rep #grbcshop
GRBC shop products &amp; services include:
- SME Data sharing
(MTN, GLO, AIRTEL, 9MOBILE)
- Phones &amp; Gadgets
- Computer &amp; Accessories",Strong
"GRBC shop products &amp; services include:

- SME Data sharing
(MTN, GLO, AIRTEL, 9MOBILE)

- Phones &amp; Gadgets

- Computer &amp; Accessories

DM open

Whatsapp: 08154529500

IG &amp; FB: grbc shop

#lagos #ibadan #ekiti

Help retweet, customers on your TL

Thanks fam

I rep #grbcshop",Strong
"Thank you  

Fam,

GRBC shop products &amp; services include:
- SME Data sharing
(MTN, GLO, AIRTEL, 9MOBILE)

- Phones &amp; Gadgets

- Computer &amp; Accessories

DM open for business or whatsapp details in flyer

Help retweet, customers on your TL

Thanks

I rep #grbcshop https://t.co/u3Ct07EEP3",Strong
"Glo network sucks, their customer services employees sucks. Very stupid network",Weak
Bad Reviews from #Glo #Ghana Customers. - https://t.co/CEkttpRyTY #GhanaCustomers #Gtricks #Internet #Nca #Poor #Services #Simcard #ghana #nigeria #africa #techology https://t.co/Uqs36daJwd,Weak
" I just had an issue with Glo, I recharge my phone yesterday didn't make much calls only for me to see an account balance of #75 naira. I called the customer care line only for me to be told that I subscribed for some Services and That's what am been charged for.",Strong
" Best network, GLO can not be compared with any Network in Nigeria. Best call rate (Gbam extra), Browsing (3G internet surfing), wonderful customers service etc. Keep it up ""GRAND MASTERS OF DATA. I have been enjoying your services for years no much complain or problem https://t.co/8lqx6ecblG",Strong
"Could this be insensitivity to other people's language, or simple negligence? Since today, I have been trying to reach  customer care services, and they have consistently responded with Yoruba language without an option for change of language. Glo why? https://t.co/jcUaoDJIZK",Strong
"Sun Glo Plating Company Now Offering Powder Coating Services

In an effort to empower customers with the best options available today, one of the nation’s best in plating is now offering additional services.

(PRWeb October 13, 2018)

Read the full story… https://t.co/rgEvWiHvmY",Strong
 Kindly acquaint urself with glo products and services and try to know how they work. U can add some customer care work etiquettes and hopefully u smile at the end of the day.,Strong
  i have been telling you because i like glo and will not disconnect my glo line.. I have expressed my displeasure against glo network and here again is another customer. Pls improve your internet services.. Or stand the consequences hereafter. Thanks https://t.co/bIqesDYW54,Strong
" Hi Glo, Vodacom is aware that some Gauteng-based customers are currently experiencing intermittent data services. Our technicians are working hard to remedy the issue. We apologise for the inconvenience this may cause.",Weak
" If it's more convenient, please post the object and packaging to our address, including your contact details and receipt &gt; Retail Customer Services, Marks &amp; Spencer, Chester Business Park, Wrexham Road, Chester, CH4 9GA. Denise 2/2",Strong
" Why are you glo like this since yesterday network have left my since yesterday, i cant browse or do anything, please manage your customers and services well abeg.",Neutral
" Stop giving customer all this ur deplomatic response that doesn't solv their problem, is annoying and very irritating.
Glo as company should do the needful by upgrading their services nation wide.",Weak
" You will be made to know that Glo is the worst network in Nigerian.
If you really want to help, tell you ogas at d top to start fixing this issue of poor network from state to state all over Nigeria...then and then all ur customer will start enjoying ur services any were they are",Weak
"       
Ntel is a fraud!
They leave payment channels open and refuse to render services rendered.
Even the MTN's, Airtel's and Glo's don't do this.
U get money from customers and deliver no service. Return my money.
I no do again !",Neutral
"  Just to swap my glo line from 3g to LTE took me 6days of staying out of data services, but thanks to  a customer service person at their apapa brach, e came in through for me.",Strong
"*Good morning*

*Ruqayat Investment* offers varieties  of services to our amiable customers 

*Recharge cards* 
*Data plan*
 
What are your order 

*MTN*
*9MOBILE*
*GLO*

You can contact us on 09032138117

THANK YOU FOR YOUR PATRONAGE 👌",Strong
" By tomorrow, Glo will be 15 years of global services, providing tiredless services for her customer both in Nigeria and other Africa State's, 29 August 2003 it kicks off and today we, her customers are ruling our world's.....The only Africa largest network provider both in data..",Weak
" 
It's high time telecomm companies like Glo or Airtel completely rise up to displace MTN, these guys are just so unbelievable.

They are like chameleons, very deceptive and have a way of extorting customers even though they provide good services.

#MTNShouldBeDisplaced",Strong
" It is a self service app, that allows glo customers manage their glo lines. In terms of checking account balance, recharging via their bank, subscribing for data bundles, accessing our special packs, offers and glo services etc 

PE",Strong
"   You want to use MTN issues to judge DSTV?

Meanwhile, CPC is not taking MTN or Glo up on their poor quality services, it is DSTV they're tackling.

Should they not be protecting customers from the way Airtel steals subscribers money?",Weak
" truth be told, they've really improved their data services. Ported back to glo last month and no regrets so far...  Lol maybe it's bcos too many customers left... 😕",Strong
" Nothing about estimated billing, nothing about Glo's phantom internet service, nothing about Dangote's super-expensive cement, nothing about dodgy bank charges, nothing about Airtel and stealing customers credit by subscribing them to services without permission, etc...",Neutral
 Sorry Glo I will chase this with the Customer Services Manager for you.,Weak
#GloOgaSIM glo doesn't need more data vol. 2 gain customers but good network n services. I won't forget that my 1050 airtime u turn 2 promo,Strong
"GLO 1735.00 is teaming up with Nokia’s cloud business
Nuage Networks to enhance its Software-Defined Wide Area
Network (SD-WAN) service targeted to business customers
by integrating Nokia’s Virtualized Network Services (VNS)",Weak
"$GLO teams up with Nokia’s cloud business, Nuage Networks, for software-defined wide area network (SD-WAN) services aimed at business customers",Weak
"  along with thousands of others  .crap goods, appalling Customer Services, just don't care, got your money, so bye bye get on with itv",Weak
" You have not restored service since the outage, you have not provided any update to your customers, yet you are advertising products. Of what use are the MiFi when the services they are for are not provided? Ntel, try and be different; Don't be like Glo. My twenty kobo.",Neutral
"What do you think of Glo Mobile's services? Especially their customer service.

Like if good.
Rt and like if Horrible.

#MondayMotivation
#GloMobileisHorrible 
 ",Weak
    The number in the email they give goes direct to the payment team.  I had to then get put through to customer services and the operator could hardly speak legible English and was told I had to pay. I asked for a manager and got the no one is available 1/2,Strong
 When will the voice of a customer be heard by consumer protection council in Nigeria?Daily we get poor services and yet nothing is done about it.  glo ncc,Weak
  Believe me mtn is still d best network in naija as for today....dunno about tomorrow morning o..fr d PST 4days my brother no get glo network fr him phone but   should try and do something about d way thier services to their customers...,Very Strong
" dear Glo mobile am disappointed in your customer care service in fact your services as a whole, I made a complain up till now",Weak
 My plan is not being shared. Glo just sucks our data nowadays. All your customers are complaining and soon you would realize your customers have left you for better services,Strong
" Good evening, Please be informed It is a self service app, that allows glo customers manage their glo lines. In terms of checking account balance, recharging via their bank, subscribing for data bundles, accessing our special packs, offers and glo services etc. EE",Strong
"You won't believe this, but Glo customer care has been calling me on a line that I ported away from them years ago. They called and were marketing to me the Glo services I could enjoy on the line. Then it finally dawned on them that I was no longer on their network.",Strong
"As if that wasn't enough, this morning Glo deducted my credit (#190) for VAS that I never subscribed for. The Glo customer representative told me I must've activated the services by mistake, how do I activate a service by mistake, two services.",Neutral
" A lot of issues, I get charged for services I never subscribed to. Gamestore, Images, brain teaser and so on even given airtime loan when I didn't request for one. Tried reaching customer care but no luck. It's frustrating and making me want to trash my Glo sim. 07057448392",Weak
" Terrible, slow, non-existing and exploitative internet services in Abuja.  Glo's data is the worst. Questionable and fraudulent 4G, poor customer service etc.  In fact, Glo is everything an effective GSM company should not be.",Weak
" Why does Glo think it is ok to subscribe customers  to services and take money without their consent?... The way I was raised that is called STEALING!...  stop stealing, from us. we made you. respect us.",Strong
" why do you think it is ok to subscribe customers to services without the customer's consent?... That is called STEALING... Glo, stop stealing from your customers... we made you.",Strong
 You people should please have mercy on me. Why can't I have stable network on my phone?Why can't I enjoy your services for once? I haven't been able to browse effectively on my phone since yesterday. Is it a crime to be a Glo customer? I am tired seriously 😢,Strong
"Glo network, services, customer care to cut it short is an error",Neutral
"The glo up still ain’t arrived, maybe I should contact customer services? Bet it was Hermes delivering it.",Neutral
 is deducting money for shady services i did not subscribe to. I can’t get English service when I call customer care and I don’t understand Hausa. Had to open a Twitter account just to get through to Glo,Weak
"
MIKE ADENUGA OF GLOBACOM IS NOT USING GLO SIM.
customer care services please help us solve this argument, one of my colleague is insisting that Mike Adenuga,  Glo mobile owner is not using Glo network for calls and browsing. Is this true or false?",Weak
"I recharged a thousand naira airtime on my Glo network 4 days ago, I found out few hours later that the network provider has systematically deducted more than #400 under the disguise of subscriptions to packages am not privy to. Now I can't reach their customer care services.",Strong
" Since the day glo, cheated me of my money(airtime) for services i didn't even apply for or use! I lost confidence in the network, i rather go for another network....glo customer service operators were rude, even hung up the phone on me, i have recordings.glo",Weak
"I believe customer satisfaction should come first. This is a call to NCC &amp; other regulatory bodies to checkmate these TELECOM Companies (MTN, GLO, ETISALAT) also over illegal deductions and below par services rendered especially the AUTO-RENEWAL POLICY",Weak
"I credit my GLO line for calls, suddenly they start stupid sms sub deductions. I stop the sub, call customer care &amp; request to end all sub services on my line. Angrily I stay away from GLO for a while. One day the spirit leads me to recharge again &amp; the cycle continues ",Weak
" Glo spend so much money advertising than providing quality service. Why dont you improve your 3G or 4G network services and it will speak for itself? 
You are not alone. This is Nigeria syndrome I guess. Airtel,MTN et all. You reap your customers off.",Strong
So am i the only one with this issue on my glo line they deduct airtime for services i didn't subscribe to called their customer care twice in the past 3weeks still d same sent stop to 2442 no improvement  what is going on ? The charges are annoying,Weak
Azure Muse: Microsoft and 21Vianet reinforce long-term cooperation on cloud services in China - Microsoft and 21Vianet have agreed to extend their partnership to provide world-class public cloud services to Chinese customers. Combining Microsoft’s glo... https://t.co/6ZIfheBQdR,Neutral
