,Username,Tweet,Like Count,Retweet Count
189,yomiprof,Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack  http://t.co/vEq877moWB via @yomiprof,0,0
190,yomiprof,Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/vEq877moWB via @yomiprof,0,0
191,timonie88,"@GlobacomLimited Hi,please Glo bumper affect my tarrif plan",0,0
192,Hammed_adio12,"@globacomlimited plz what's the tarrif plan 4 ""glo bounce ""? I need their details",0,0
193,ayobarme,@GloCare pls what are the available glo prepaid tarrif plan for voice call.,0,0
194,ChuksonMiles,"Yes ""@sinzu_soft: @Miztr_X sorry brah, ma ba3 dey gimme blowjob ni...wait, na glo tarrif plan hints u need abi?""",0,0
195,sinzu_soft,"@Miztr_X sorry brah, ma ba3 dey gimme blowjob ni...wait, na glo tarrif plan hints u need abi?",0,0
196,Nnastan,Pls i need detail on glo bounce tarrif plan &amp; 30mb data bonus.,0,0
197,unimaidtalk,"It is a prepaid plan available to new and existing Glo subscribers.

Key Features of Glo Bounce Tarrif plan :... http://t.co/HoqUF8dxQb",0,0
198,prettycachy,"@glocare Hi, pls I want 2knw more about d new glo bounce tarrif plan for students cos I heard about it yestanite on TV.",0,0
199,onwocheicollins,@Lavesky what's your best @etisalat_9ja tarrif plan? Anything nicer than glo GBam?,0,0
200,Bollybryan,"MTN/Glo users, please, to make an international call, what's the best tarrif plan to do that on?",0,0
201,Mal_Kaybee,"""@na_amadu: LOL *clears throat*""@sadiq_zahra: @mr_bee09 Wetin b gbam!?"""" Lmfao.. Glo tarrif plan",0,1
202,Beamburlah,Glo BIG5 promo or tarrif plan is a SCAM!!! Na God go punish ona 4 d deciet! cc: @GloCare,0,0
203,GloCare,"@simplytega, u may pls dial *100*9*2# and send. This will take u to our infinito plan.The tarrif is 20k glo, 30k other network and 10k to",0,0
204,GloCare,"@Baskyi, u may migrate to the infinito plan. To do this, pls dial *100*9*2# and send. You will be charged N100.00.The tarrif is 20k glo to",0,0
205,gregwills,@GloCare I want to be migrated to the Glo Hi-Lifer tarrif plan. Thanks,0,0
206,GadgetsNgs,"The New Glo Tarrif Plans:Glo Talk-Free tariff plan, Glo Hi-Flier And their Activation Codes http://t.co/Njsd7Bl6Wn",0,0
207,nigeriamobile,"The New Glo Tarrif Plans:Glo Talk-Free tariff plan, Glo Hi-Flier And their Activation Codes http://t.co/zeh0ci5md7",0,0
208,heroine2809,"@GlobacomLimited G-bam tarrif plan, unbeatable talking,texting $browsing experience ..... Glo with pride",0,0
209,that_winner,"@GlobacomLimited with glo G.bm hi five tarrif plan, stay easily with family and friend #GLOSLOGANSWEDNESDAY",0,0
210,boda_lanre,"*101*1*thenumber# Depending on your tarrif plan tho RT @omoleay: Pls glo subscribers, what is the code for glo ... http://t.co/bzBIuVgG",0,0
211,Faro1010,@GlobacomLimited 'New Glo Infinito No Condition tarrif plan',0,0
212,MilzzyMercy,"@globacomlimited Glo TALK FREE tariff plan, It's a lot more packaged than a Tarrif",0,0
213,MilzzyMercy,"@globacomlimited Glo TALK FREE tariff plan, Tarrif of champions",0,0
214,MilzzyMercy,"@globacomlimited Glo TALK FREE tariff plan, offers the tarrif other networks cannot offer...!!!",0,0
215,Franco_Banco,"@GlobacomLimited #GLOSLOGANSWEDNESDAY Glo Talk free tarrif
plan - THIS IS FREEDOM 0F SPEECH..",0,0
216,Franco_Banco,"@GlobacomLimited #GLOSLOGANSWEDNESDAY Glo Talk free tarrif
plan - THIS IS FREEDOM 0F SPEECH.",0,0
217,hayatou01,@GlobacomLimited. What's the tarrif plan on the glo flexi reloaded and glo gista.,0,0
218,obamakp,@GlobacomLimited I wish 2 knw glo tarrif plan,0,0
219,obamakp,@GlobacomLimited I wish 2 knw glo tarrif plan,0,0
220,olibenu,"Unlimitd data 4 nonBBs pls ""@MrBankole: Get ready for the Nigerian telco data tarrif wars. Glo strikes first. Data plan caps revised upward""",0,0
221,MrBankole,Get ready for the Nigerian telco data tarrif wars. Glo strikes first. Data plan caps revised upward.,0,2
222,b_makanaki,Gbam hi 5...a stupid extortive tarrif plan on glo network.mtchewwww,0,0
223,MrJohnEnglish,"For crying out loud, I need ld tarrif plan for glo ""@dappy_maiye: Agbaya oshi RT @MrJohnEnglish: Bam bam la la...*whistling*""",0,0
224,lincoln4luv,@GlobacomLimited  any new tarrif plan from glo?,0,0
225,onwocheicollins,How to Subscribe to Glo 1derful Tarrif Plan!: http://t.co/qrAKpWC,0,0
