,Username,Tweet,Like Count,Retweet Count
137,usi_research,GLO said the prices per gigabyte (GB) of its broadband services have gone down by more than 60% since 2016. The company said the price per GB it offers to its prepaid customers is among the “lowest” in the ASEAN region. @UTradePH,2,1
138,sopesupi,@GloWorld The lady on short hair and a guy called Segun on the left pick and choose customers to attend to. And despite my MS Teams call carried out in that office via my glo data the customer services always complain of network issues there. This is shocking,0,0
139,2TradeAsia,"Secureworks will support GLO’s Globe Business customers via integrated solutions that includes Red Cloak Threat Detection &amp; Response (TDR); Detect &amp; Prevent, for security defences; &amp; Incident Response Services, to help manage risk of breach.",0,0
140,sinmisizzle,I really don't understand why a privately owned company will ask the customers that pay for services rendered to pay for maintenance of their equipment.  #Glo #9mobile #Etisalat don't ask us to buy fuel for their BTS. Why should @EKEDP ask us to pay for such.,1,0
141,lekzus007,@gimbakakanda Glo data services is f***kup. They are only good on hyped advertisements pattern to deceived customers.,0,0
142,phill_oafc_owen,@glogymoldham Still not had any community from Glo gym telling me about reopening and any changes in opening opening hours /restrictions ... guess customer    services are high on their agenda?,0,0
143,FinallyFikky,"@_Deeaish @Official_mohnyc Imma clarify, u sound assertive and i respect dat, but ur lines sound abit exaggerated &amp; artificial. imagine Glo goes on bragging about how ""beautiful af"" their services are and yet have very little customers.",0,0
144,unionbankph,"@GloanneGuevarra We're committed to improving our services to give you the customer experience you deserve, Glo. Kindly check out our response to your private message, thank you!",0,0
145,Freemaan01,"#BBNaija
Good morning Twitter tweeps..
We sell Data at an affordable rate, MTN, Glo and 9Mobile..
Our services are fast and reliable..you are just a DM away...

Kindly help like and retweet. my customer might be on ur list😭😭‼️‼️🙏🙏🙏❤️ https://t.co/bp2Qr2EwsQ",0,1
146,amancalledjoel,"At Glo office. Apparently it’s not only their network that’s slow, their customer services didn’t fall far from the tree https://t.co/e876ax193c",10,1
147,billyCa53581381,You ever call Glo customer services representatives wey them pick before 🤔?,0,0
148,Coolflame7,"@GloCare Data issue, no network,  I'm in Abia state university, 
Glo network is not in any way available there... 
If your services are down in a whole university with thousands of potential customers, I wonder where it will be available.. 
Maybe in the morgue",0,0
149,Coolflame7,"@GloWorld Data issue, no network,  I'm in Abia state university, 
Glo network is not in any way available there... 
If your services are down in a whole university with thousands of potential customers, I wonder where it will be available.. 
Maybe in the morgue",0,0
150,Ifechukwu_21,@GloCare your customers living around Agba Ekwulobia in Anambra are frustrated by your poor network services. We have reported severally for 4g connectivity and you people seem not to be concerned and doing anything about it. We may be leading a campaign against GLO in Ekwulobia,0,0
151,cryptodise,"To be everywhere they went. Glo, on the other hand have told their customers they're the grandmasters of data. 

Two brands providing identical services but both have managed to stand out with a unique promise. And if you noticed, they've both kept to their promises.",0,0
152,Timberwolf_001,"@AirtelNigeria pls I love your services too much to see you guys ""F"" things up of recent. Your service around some parts of Port Harcourt has been in its worst state of recent.
I'd hate to tweet this using GLO or MTN. I just want to remain a loyal customer, don't make me cheat✌🏾",0,0
153,cknsson,"@GloWorld, kindly advise on what steps to follow.
My glo line got blocked, apparently owing to its inactivity for a while now. The reason for the inactive state was mostly beyond my control.
How can I get it reactivated? I can't seem to reach your customer care services on call.",0,0
154,VRBR80,@LivpureSmrtHome @LivpureSmart Hi My RO GLO is under AMC since April Ro is not working no one came for repair. When I am trying to talk customer care services they are saying  ticket open agent will contact short.Kindly do the needful,0,0
155,LindaEchi,@Nilc_ziz @TosinOlugbenga @DrJoeAbah Glo is generally poor with customer care and services,1,0
156,onahray,@GloCare @GloWorld This means u r not publicizing your services enough. I have been a glo customer since the inception in 2003 and I must say I'm disappointed right now.,1,0
157,inuaikang,"@MTN180 Interesting. Good to know that your offers are not constant and subject to changes without recourse to informing your customers in such services of such changes. I know the data volume I would have gotten from Glo or Airtel with the N5,000 I spent on MTN. @NgComCommission",0,0
158,innomontel,@myaccessbank @accessbank_help  kindly stop your airtime sales services if you will always end up disappointing your customers. Kindly revert my 1500 airtime deduction for my glo line,0,0
159,naija_monitor,"Glo, MTN Taking Us For Granted – Customers Speak On State Of Networks The recent flood in Abuja due to the heavy rain pour may have affected the services of two giant https://t.co/emfw4PiZax",0,0
160,AdebayoIsmak30,"I'm seriously disturbed,worried,perturbed! I don't know which word to use again! @GloWorld are not doing well at all! Y now? Subscribed 3k and could not even enjoy it for a day!!! Glo I swear, if u don't find solution to dis erratic services count me out as ur customer! Kilode??",0,0
161,RSZeroSix,"@GloWorld I have been using my Glo SIM for days now and ever since, I have been been calling the Customer care for my line to be activated for 4G services. The 3G is killing🥺. I don't know why one has to suffer before we could enjoy full services🤷. 3rd week &amp; counting.@GloWorld @GloCare",0,0
162,news_ghana,#Business #company #customerservice Glo Awesome introduced for better customer services https://t.co/e2ZolPn4st https://t.co/L5ykn0yMB0,0,2
163,bgsubiz,"Gloria Souter is up next! Gloria is from Huron, Ohio and is specializing in Sales and Services Marketing. After graduation, Gloria will be working full-time at Penske. She is being promoted from a customer sales rep position to a rental sales rep! Congrats Glo! @GloriaSouter https://t.co/dejPjYHfA2",37,5
164,GracedUp1,Hello @globacoms @GLO__NIG don't you think is time for you stop providing data services to customers?  It is useless buying data that you can't even use because of bad network. I had to switch to another network to tweet you this.  Your data service is ZERO.,0,0
165,Pharouq_MG,"* Mike Adenuga, (Globacom) donated over N1b to FG instead of giving his Glo customers free one month unlimited data to stay at home. 

But it's me and you that buy their products on daily basis, Just to make them rich. We used their services and pay for it and they make .....",1,1
166,realOnahStephen,@accessbank_help have you changed your USSD code for @GloCare customers? Or you both are beefing each other.. For the past 3 days I can't access the services on 3 different glo numbers https://t.co/XAdLYlDFrg,0,0
167,DanielOlukoya3,"instead of giving his Glo customers free one month unlimited data to stay at home. 

But it's me and you that buy their products on daily basis, Just to make them rich. We used their services and pay for it and they they make supernormal profits.

Now, look at how they punished",0,0
168,QueenNiora,"to FG instead of giving his Glo customers free one month unlimited data to stay at home.

But it's me and you that buy their products on daily basis, just to make them rich. We used their services and pay for it and they they make supernormal profits.
Now, look at how they punish",0,0
169,JesuNifemi_,"(Globacom) donated over N1b to FG instead
of giving his Glo customers free one month unlimited data to
stay at home.
But it's me and you that buy their products on daily basis,
Just to make them rich. We used their services and pay for it and they continue to make supernormal pro",2,0
170,dat_ibomboy,"@DeleMomodu Well Glo na the baba ni
Data na Dem get am
Bonus on calls na them get an
Excellent customer care services
And na we still come get am
#Naija4life",1,0
171,PatOgunwale,"@ChidinmaKanife @adeyanjudeji Oh my got.... U finished Glo... Glo is actually making their money from services rendered to companies I guess, so dey don't care abt prepaid customers sadly, our indegineous network ooo",1,0
172,GloWorldGHCare,"@ditreazure Glo Mobile runs on the services of Glo 1, the first and only privately owned optic fibre cable system in Africa, running from United Kingdom to Africa, which delivers huge data bandwidth to customers, we are better placed to offer the best of data services to customers .",1,0
173,DaemousA,"@GloWorldGHCare Since I came to bono east,my Glo data refuse to on. Why, called your customer services they refuse to pick up.",0,0
174,cmcgod2007,All the #networkproviders in #Nigeria @mtn @glo @airtel @9mobile couldn't give there numerous customer's free data at Covid-19 lockdown sit at home to browse. But with poor network services.,0,0
175,kj_hova,"@KemiAsekun @MTNNG @SWIFT4Glte @GloWorld To be fair, I used to rely on @GloWorld for my data services &amp; portion of voice calls but switched to MTN around 2016 when glo nearly blew my budget with a multitude of unexplained deductions! The customer care standard was also beyond atrocious!!! Except they since changed...",0,0
176,Mgbilimgba1,Instead of you guys to credit ur customers account with free data to easy their pains at trying period rather all you could to is to send an SMS to me to stay at home and use my money to access your services. Glo network Una no dey shame walahi..@globacoms https://t.co/tWzrL3YiAe,0,0
177,SundayArojojoye,"Dear Customer,
In light of the Govt. order to shut down due to COVID-19, our operations team is in place to ensure that you continue to enjoy the network services.

Glo you are doing well",1,0
178,Okhai_Hov,"I've not seen one multinational that offer services to customers give out free services this period. MTN, Glo, Airtel, 9mobile, Dstv, etc. Not one",1,0
179,iamjosephola4,"The difference between black men and white men: Companies all over the world are offering free services to their customers in a trying period like this COVID-19 but not in black men countries.
Black men will press you more and  make more money.Examples are: MTN,GLO,Airtel,9Mobile",0,0
180,iamjosephola4,"THIS IS WHAT SOMEONE GOT FROM T-MOBILE.
FREE UNLIMITED INTERNET DATA. COMPANIES IN DIFFERENT
COUNTRIES ARE OFFERING THIS KIND OF SERVICES TO THEIR CUSTOMERS . BUT OUR MTN, GLO ,AIRTEL  AND 9MOBILE  ARE NOT https://t.co/N6p8cKl30p",0,0
181,GloWorldGHCare,"@henry_abbey Glo Mobile runs on the services of Glo 1, the first and only privately owned optic fibre cable system in Africa, running from United Kingdom to Africa, which delivers huge data bandwidth to customers, we are better placed to offer the best of data services to customers .",0,0
182,FatimaKurfy,Hello Tweeps🙋🏻‍♀️. Those of you that are having problem with their GLO Line kindly meet my Cousin @Pengpappi_xo😂 he going to handle the Glo Customers Care Services Today... Comment with your problems under this tweet🤗🙏🏻... Cousin please be patient with your customers😌.,21,3
183,Dan_Ofem,Glo Data Plans are very affordable with flexible internet browsing plans. Glo mobile offers high-speed 3G and 4G internet services to its customers across Nigeria. 500mb for only N200 &amp; 6.75gb for N1500. Dail *777# to subscribe today.,2,0
184,GloCare,"@sanusio87740713 @GloWorld We are glad to get this feedback from you. We keep ensuring our esteemed customers are delighted with our services. Thanks for choosing Glo!   

CA",1,0
185,caeser5,@cenbank you have allowed these private banks steal from and giving us poor services. They can never help your business or give you loan as a loyal customer. Why not provide mobile banking services for us like Mtn or Glo mobile money so we can be saving our money there. It’s beta,0,0
186,JuliusSimba1,"Natcom Chairman, africell GM, Orange GM all of you are big cheats and mess to the nation of Sierra Leone. Think about GLO and MTN making their customers happy with good services they are providing in Nigeria and Ghana. But you’re busy finding ways how to exploits us in SL🇸🇱",0,0
187,Ayodele17203485,@StanbicIBTC hey @StanbicIBTC in the history of customer service u guys have the worst customer service ever. Maybe u guys are just slightly behind glo in providing services,0,0
188,DaPerola007,"@GloWorld I'm ashamed of ur services both in ur offices &amp; data/call services.. Everything is very very poor services. No single consideration for customer time and money. Glo is d MOST USELESS NETWORK in the world, can't enjoy ur call, browsing &amp; even ur walk-in service is worse",0,0
189,edungbele,@GloWorld @mide_writes Stop cajoling customers Glo. U offer shit as services and try to pretend you are on top of situations.,0,0
190,anuwabna,@GloCare Today I was disappointed with your services in glo office here in yola. I wish you can send a supervisor to see how customers are treated and I wish you can provide a customer service satisfaction register to see how customers will respond. 3 hours just to register,0,0
191,a_k_ekoja,"I can't imagine waiting for 2hrs+ just to get a Sim card from glo office..

Customer service and centres as slow as their 4g internet services..😏😏",1,0
192,Clemsakin71,"Monitoring ads on electronic media locally &amp; Internationally, Glo is spending more than MTN.
MTN make more money and has more subscribers than Glo. 
Good products with robust customer care service advertise itself. Glo should work hard to improve on there network &amp; services.",1,0
193,JideWestwood,"Yes it advertises but it's just a way of educating the customers and also informing them about the various services (just like Glo and MTN do), they do pick up. I've called a few times, they also respond to mails too.",0,0
194,EkekweJane,@GloWorldGHCare Glo am not happy with your services especially your customer service is zero. I called now to complain about unauthorized deductions on my acc anytime I recharge.your agent said that my line could not be updated due to technical issues on top my #200.08158648724.,0,0
195,EkekweJane,@GloWorld Glo am not happy with your services especially your customer service is zero. I called now to complain about unauthorized deductions on my account anytime I recharge. Your agent said that my line could not be updated due to technical issues on top my #200. I am need explanation.,0,0
196,trinapoleon,@GloWorld I must tell Glo that I love your effective services to customers online. Keep it up. It's a good way for people that cannot call to contact you guys. Kuddos,0,0
197,osagie_adams,"@GloWorld Stupid glo, your customers are busy battling with network issues and poor services and you’re here asking people their favorite street food. Useless people",0,0
198,CopperfieldGlo,"This pass includes....
2 Spa Services
1 week Sunless tanning
1 YEAR of UV Tanning
All Free!!!!!!
NO COST NO FEE JUST FREE!!!
https://t.co/u8BNLfvtKf
New Customers only.... @ Glo Sun Spa Copperfield https://t.co/KNfYVm3C4W",0,0
199,glo_fm,"This pass includes....
2 Spa Services
1 week Sunless tanning
1 YEAR of UV Tanning
All Free!!!!!!
NO COST NO FEE JUST FREE!!!
https://t.co/0tifm5VclD
New Customers only.... @ Glo Sun Spa - 1960 &amp; Eldridge https://t.co/bbg64ZVw5k",0,0
200,GloRecycling,"Our customer portal is LIVE! Create a free, no obligation account for your salon today to get started with #GLO #salonrecycling services. https://t.co/VL24LPW76T https://t.co/WqS9C4qDrQ",0,0
201,afobaba24,@ugodre I stand to be corrected. What is/are the benefit(s) they get from signing celebrities with huge money and giving customers poor services. Glo especially.  I still don't understand why infinix will sign someone tweeting with an iPhone.,1,0
202,firstmetrosec,"$TEL, $GLO, $ISM: the 3 major mobile operators are working together, tapping global technology svc provider Syniverse, to enable number porting services in line with the government’s initiative to allow customers to switch mobile services without changing their mobile numbers",8,2
203,otemegift,"@GloWorld I made a tweet about my 4g lte sim not receiving 4G services and you guys said you were working on it, it's been more than 2 days and am yet to receive 4g services on that sim. What is the problem? Is glo 4g sim not truly 4g and rather just a name to attract customers?",0,0
204,Bishop_Of_Peace,"@GloCare @joseph4_ola @GloWorld Them say make una wake up. Just one person say him dey enjoy una service, you guys rushed out to acknowledge him. Is it one customer you provide services for, abi na millions of Nigerians. Wake up glo before una glory go depart.",2,0
205,GloWorldGHCare,"@SamGifted We have improved on our services enormously in the recent past, and we want to enhance customers’ experience continuously, may we have your number for quick assistance. Get 50MB data free by recharging your Glo number online simply dial*555# . Thank you for using Glo Mobile…~A.W",0,0
206,GloWorldGHCare,"@PrimeSalia We have improved on our services enormously in the recent past, and we want to enhance customers’ experience continuously, May we have your number and exact location for quick assistance.Get 50MB data free by recharging your Glo number online, simply dial*555#,thanks…~A.W",0,0
207,naijatechguide,Glo mobile offers high-speed 3G and 4G internet services to its customers across Nigeria. Glo Data Plan has some of the best priced data plans.  #Glomobile #internetpackages #mobileservices https://t.co/oF4sElEXwr https://t.co/knpDQvoV0L,0,0
208,Selinest,@NCAGhana Please MTN Ghana is not the only Telecommunication network providing bad services to customers @GloWorldGHCare  Glo Customers are still not able to send Text messages for over 2 months now don’t pretend you don’t know this.,0,0
209,FoknBoy,"@brightopare_ @Bridget_Otoo @glo_gh Chale dem sef dem no be stable, all de Telcos for sign agreement to provide better services to customers at good rates. We for get value for our monies",0,0
210,thebrandOma,"You see Glo! As in Global com their services might not be satisfying to all customer's ,but they sleep on ads and marketing . I look at them I just assume Glo pushes out adverts every week worth millions, even people wey de sell ticket to heaven no do advert reach glo",19,2
211,GreatKvng100,@GLO__NIG GLO customer care services is just too slow for my liking 🤦🤦,0,0
212,Nahum9444,"@GloWorld Please you need to know that Glo network is bad, and you have customers because of your services in data, if this data service is withdraw no need to use glo line",1,0
213,Funchyautos,what is the function of @glo customer care services that cnt pick calls?,0,0
214,iamjosephola4,"@Gloworld, I want let you know that customers' satisfaction is about the quality of services received from the provider. I hate seeing Edge on my Smartphone. Glo is the only ISP with this. Remember one Lagos Guy also complained of that. On MTN, Airtel, whenever you put on your",0,0
215,naija_monitor,"Glo, MTN Taking Us For Granted – Customers Speak On State Of Networks The recent flood in Abuja due to the heavy rain pour may have affected the services of two giant https://t.co/emfw4PiZax",0,0
216,t_orisakwe,@GloCare I've never been this kind of disappointed with any network before. GLO customer care services seems to be the most useless and stupid set of people working there. I complained of over scratched card since 12 noon nothing has been done up till now.,0,0
217,Libra_JK,@GloWorld your favorite dead network. How on earth are you an ISP to all other networks? Your client provide better internet services to their customers yet glo subscribers use the worst voice &amp; internet services in this country. Tueh,0,0
218,Drwhales_,Airtel has finally edged put GLO from second position in terms of overall market share (both in terms of internet subscribers and total subscribers). This is what you get when continually dish out extremely poor services to your customers.,2,4
219,TAAdeiye,"These glo Amebo adverts are so stupid. Your customers can’t use their airtime bonus to seal business deals, to market their goods and services, to check on family and loved ones. It must be senseless abd baseless gossip. Nonsense.",0,0
220,New_imcdatalink,"PLEASE RETWEET!!! MY CUSTOMERS MIGHT BE ON YIUR LIST!!! 
MTN DATA SERVICES 
1gig 550
2gig 1100
Glo and airtel available https://t.co/EUO6rDechA",3,1
221,IamABBello,"@GloWorld Now that I have your attention, improve on your services to your customers. You should know by now that Nigerians use more of data than voice calls. I don't use glo line, but I'm a patriotic Nigerian.",5,0
222,amdalatShukran,@iSlimfit Having a great customer service will go a long way in helping a lot Nigeria businesses. Nigerians are one of the most sentimental consumers of a product. But most complains borders around bad customer services. Glo can do better at it.,0,0
223,OduObodumu,"@Victoria_NGR Glo should have used their special position as a wholly local owned business to offer excellent services to their customers, unfortunately it is complains everywhere. It is about service not patriotism that will enrich some person providing poor service.",1,1
224,ibrahimopeola,"@iSlimfit Even if their network is rubbish and their customer services is annoying?
I used to have a glo line. I bought 1Gb data, they gave a bonus of another one valid for 1 week.
I could not even used 100mb in that week. The network was shit. Airtel is better.",0,0
225,glukay123,@GloWorld what is happening to glo customer care that I couldn't  reach  inquiry  services,0,0
226,GloWorldGHCare,"@jvr_dortey Caleb customers will be notified when 4G is available ,

For Best products and services, you can download the Glo cafe selfcare by texting BUZZ to 595.

Thank you for using Glo Mobile…~EK
Dial *555# to know our latest offers.",1,0
227,Obama_naija,"@GloCare I have been a Big customer for 5 years, I am not just a big customer, I have influenced many people to join the Glo network, put you have really annoyed with 2 services since last week, I just have to Port another network and many will follow me.",0,0
228,AliyuKwarbai,"Customer care agent or representative is one of the harsh jobs out there, more especially does that work with GSM network services i.e Glo, Etisalat, Airtel and others. That job tests you patience.",2,2
229,orjidanny,"@GloWorld @starrywhyte @PraiseBoi I ported my Glo Number to Etisalat in 2015 simply because your network wasn’t effective. Your customer service officer inquired &amp; I promised to port back to Glo when your services improve. Today, it seems you guys still haven’t gotten your acts together.
You guys need to sit up",1,0
230,WhoIsIfeanyi,"@evelyn__OG @TopeAjet Nothing like MTN offices.  They have services for Airtel and Glo customer too. If MTN shuts down, bussiness goes on",0,0
231,Johncally29,@classicNedu Shey na on twitter abi where? Have you tried to call Glo customer care? Or have you tried TSTV.... ON today off tomorrow abi which one is ebeano. Haven't heard about that before. Let our very own improve on their services first then...... Cos everybody wants better things,0,0
232,remimartins01,"@GloCare @GloWorld Gud day pls am nt impress wit ur customer services, ur internet is very slow &amp; concerning de internet I recharge over 2k on my Glo line, its not reflecting in my account balance, pls can someone pls inbox me so I can send my number,or else I'll buy another line",0,0
233,_tsmusty,"@GloWorld The network services you pple are providing is sooo poor. I have to wait for like 20min to download a file of 8mb. I really love glo but u guys aren't trying for your customers. Since I got a 4g phone and sim, I have never witnessed glo to enter 4g. You guys should do something.",0,0
234,BinAli01,"@GloCare This is my number 08054451495, I upgraded my sim to 4G, but till the data expired, I never saw the 4G sign on my phone, called customer care services severally with no positive response.
Please we really need this to enjoy what others around us enjoy on the GLO network https://t.co/bXjMK1681T",0,0
235,Freestuv1,"@GloCare Notified when? After about an hour now. 

Glo is the only network not handling customer services professionally. You ask for confidential informations on Time line instead of of Dm. Too poor! 

Yet couldn’t resolve an issue after an hour of interaction. Smh",1,0
236,Adebayo05563302,@GloWorld glo customer care services are incompetent of their work.... Too bad,0,1
237,oritsemuelebi,"@GloWorld  I regret being a glo user today,its very annoying that even the customers care representative don't even pick up calls.I bought glo card to recharge becomes a even a problem .Please management improve on your services. 07059799631 is my number, make sure I can recharge",1,0
238,theaseeyah,"Glo is a very considerate sim network. Good customer services and relatively cheap data plans. 
They just need to do a little upgrading in their network.",2,0
239,OOyeneye,"Hope they'll hear and do the needful to improve Customer services rather than concentrate on phony package's &amp; marketing. Good product services plays more role in sustainability and growth. 

Nigerians frustrated over poor Glo network https://t.co/k1bvGI4tXy",0,0
240,lance458,@GloWorld Don't just apologise but try make it better. I have stuck with Glo data since 2013 till date. You can check my records and see that i am a faithful customer and I also made my wife obe. Not just happy that your services hasn't improved as expected. How much is your 4g sim?,0,0
241,RelucentMusings,"@ConsumersNCC @GloCare it's saddening that Glo internet services has not been functional since yesterday in Ibadan, &amp; d only puerile solution 4rm their customer care centre is for complainant to step down to 3g/2g, and even at that, it's still not functional.",0,0
242,ckhot,"@GloCare @GloWorld @iswsupport Glo mobile needs to stop shifting responsibility. Your customer care services is a piece of shift. No correlation at all. This minute, one unit is pacifying you and seeking for patience to resolve, the next minute another is saying something else!",0,0
243,WorkKenosha,Sturtevant United States - Local Driver - Hiker/ Vehicle Transporter/CDL - Part Time - A leading glo: A leading global transportation services provider Penske operates a premier fleet of vehicles and serves its customers f https://t.co/oa1wKKSH3r,0,0
244,AjayiOmosuyi,"@GloWorld One dont need to call mtn, 
airtel and 9mobile customers line before you enjoy uninterrupted data and other services. Why the scam glo??. Could not browse on my phone due to snail 🐌 network. Very bad.",0,0
245,saintmaker1,"@NgComCommission @GloWorld
For the past 3 months that I bought a Glo 4g enabled sim for my business, Glo have refused to activate my line for 4g services. have already complained several to their customers care and also had to do welcome back because of the issue but the problem persist.",0,0
246,LocaleMann,"@GloWorld I was told by a customer service agent that Nokia X6 (Nokia 6.1 Plus) does not have 4g services on the Glo network. Please, how true is this?",0,0
247,WorkClevelandOH,Hinckley United States - Lead Clinical Research Associate - We help our customers get their products: We help our customers get their products to market faster with an array of research regulatory and sponsor services. Glo https://t.co/5nh3SVx6Yn,0,0
248,Unstinted,"@Spectranet_NG spectranet is bad internet service provider, they have been so awful in services delivery to the customers. You pay for services but network wouldn't be available. Glo 4G is more consistent than they do.",0,0
249,fjfalase,"Glo data services quality has been steadily on the decline.  Now I am sick to the stomach about it. I don't think they miss customers that leave anyway.
@GloWorld",0,0
250,GloCare,"@lordemzy5 @GloWorld We empathize. This platform only serves glo customers on enquiries, requests and complaints but not for social interaction. You may call 500 or dial *777# for more information on our products and services. Thanks. ~SG",0,0
251,18002096006,"@Glo_giri Hi Gloria, thank you for your appreciation. We have always gone beyond to ensure that our customers are content and satisfied with the services we provide. Regards, #WithYouHamesha",0,0
252,jaymitchellnow,We are excited for Mobile Glo Cleaning Services as we have teamed up with House Call Pro!  For all potential brand new customers click the link below and receive 20% off of... https://t.co/iXzglfkdDG,0,0
253,okegspeedy,@GloWorld I have reached glo customer care a number of times. There seems to be no solution.  Like i said its not just me alone. Its the general complaint about your services here in PH . Where i live at rumuokuta close to the Rabout or at mile 4 close to Agip company is the same xperience,0,0
254,ericaustin247,"@GloWorld I’ve been calling customer care services to complain about the bad network for couples of weeks now and I was asked the same question, landmark this landmark that. Till date nothing has been done.  I believe Chief Adenuga isn’t using this same Glo network we’re using?",0,0
255,DELIGHT_REIGNZ,@GloWorld But glo network is very bad in my area what would you guys do to upgrade ur services so we ur customers can enjoy adequate network supply?,0,0
256,thealimoshomail,@GloCare @GloWorld Have been trying to recharge my glo line  morning but to no avail and getting through to your customer care services is even more harder than a camel passing the eye of a needle.,1,0
257,mikisipi,"@GloWorld Evil is buying glo data and ending up switching to another network all in the name of bad network. Please pay more attention to your network services.

Thanks 
Your Angry Customer.",0,0
258,hollernigeria,"GIVING CUSTOMERS A VOICE!

Globacom loses 2,281 subscribers in February; MTN, 1,643 – NCC  https://t.co/CBibKBiZaD

Whats your view on this?
Kindly visit https://t.co/HAZBzECE3g to drop your comment and also review other products and services.

#GLO #MTNPulse #Airtel #etisalat https://t.co/LjsaDmqHuk",2,2
259,richminer2011,@GloWorld The service is poor around here. Why don't your work on providing excellent services to the customers. I love glo but the services are just poor. Concentrate more on the service rather advert,1,0
260,firstmetrosec,$GLO: Head of Corporate Affairs Yolanda Crisanto said data services of its mobile customers were affected by an ongoing system issue that leaves subscribers without internet connection.,0,0
261,joshnekoff,"@tawah89 They're just Nigerianing their way through. No sane company that takes their customers seriously would do what they are doing. That glo advert is hilarious because like you said, given their poor services it's dead on arrival",0,0
262,mylrcard,We are glad to inform all our GLO subscribers that the network issue has been resolved and the results should have been delivered to your phones. We are committed to giving our customers excellent services. Once again... https://t.co/3TC5xFygSM,0,0
263,Bwala17,"We are proud of you, but Please, Gloworld we appeal that you do something urgent concerning your network for 4G  services at the Nigerian Army University to capture every customer before dropping GLO SIMS #GloYakata",1,0
264,officalblvck,@GloWorld I can't send messages with my glo sim and I can only receive it's totally no fair . I have called the customer care services,0,0
265,jiokeoyeka,"@GloCare Glo, i have not been impressed with ur services in my area for d past weeks at isheri oshun area. D network is very bad especially at night. Pls find solutions to this quickly b4 u lose ur customers.",0,0
266,Mikescrib,@GloWorld I've seen some slight improvement since I was told the problem had been resolved. I hope it remains so for a long time. Thanks Glo. You are improving in your customer care services. I see hope.,0,0
267,GloCare,"@DanielzMba Good morning,
Yes, we have the Glo Cafe application. It is a self service app, that allows Glo customers manage their Glo lines. Checking account balance, recharging via their bank, subscribing for data bundles, accessing our special packs, offers and Glo services etc.  PE",0,0
268,fli_tx,"@GloWorld this past few days your services has been terrible and I can't reach your customer care representative, I think am done with Glo it doesn't work for me.",0,0
269,Yetoby,"My experience with emergency services?

I dialed the emergency service 7 times only to hear this all 7times
""This number is not a customer service help desk for GLO, AIRTEL, MTN but for emergencies. If you have an emergency dial 1.""
The second I dial1 the call ends
@temiokomi",0,2
270,Martinsu007,@GloWorld @MichaelOlusi But with the way the infinix is growing in the market what plans does Glo have for their customers? Do we still need to stick to 3G only when others are growing. Then do an advert to educate customers on the band to purchase if they are to enjoy your services.,2,0
271,Glo_Thienel,"@13NJ18 @zashagan @vapingblades @nickcrowther5 @WrenKitchens Run Run, don't go in unless you love sub standard goods, no Customer Services",1,2
272,abdr__rahman,"@AfroVII All banks are whack, GTB has a large customer base of Twitter demographic Nigerians, 9mobile is relatively okay(I don't see complain about their services)  Glo is cheap",0,0
273,Galaxxy300,"@GloWorld I can't use your sim card even if you will be paying me on daily basis for use it.
What have I got to use with a cheap data that I cannot even use?
I have gotten rid if my GLO sim card for a very long time.
Better improve your services before you lose the remaining customers.",8,1
274,ify_boo,@GloWorld Glo I don't understand your services.i want to speak with customer care..... meanwhile I called 121 is only Yoruba language there speak,0,0
275,mukhtar_usman,"@SubDeliveryZone You’ll be asked the good qualities of a customer care agent, you’ll need to know a little about their products and services(Glo) and your English should be on point. With these I think you’re good to go",6,0
276,FaithFamoriyo,@GloCare I am having a serious network problem with my glo line and I have called and called customer care services but it is still d same,0,0
277,FaithFamoriyo,@GloCare I am having a serious network problem with my glo line I called and called customer care services but still it is d same,0,0
278,mariamola1,@orlarlaykan @GloWorld @GloCare @Gidi_Traffic @KraksTV So annoying i don't understand y someone will use 600 naira for transport to glo before someone can retrieve 200 naira card...wow what a bad customer services I have ever experience so far. @MTNNG I hail ooo @Gidi_Traffic @GloWorld @GloCare,0,0
279,_teen_problem,"Sun Glo Plating Company Now Offering Hardcoat Anodizing Services

In an effort to empower customers with the best options available today, one of the nation’s best in plating is now offering additional services.

(PRWeb January 08, 2019)

Read the full s… https://t.co/gwgfRG8p8y",0,0
280,Glo_Thienel,"@david__spo @WrenKitchens CANCEL THE ORDER NOW, unless you like buying from a company that like your money but disgraceful customer services after it delivers not what you oreded, do your home work",1,3
281,BSNLCorporate,@rdparab7466 BSNL is already having international roaming services for its postpaid customers in Nigeria with Glo Mobile &amp; EMTS networks. Customers are latching in Nigeria regularly.,0,0
282,neojety,@Babajide_Ajayi Hahahahaha be nice na...  Me I dey use glo sha and I have been enjoying their services except their customer service personnels,0,0
283,oduntop,"@ODUNTOP NETWORK,  Osogbo.
The following services are available:
MTN Data, Glo data, 9mobile Gotv , Dstv and Star times subscriptions offline and online customers 
Call me on 07034639245, and  Whatsapp me on 07080410750",2,0
284,Japheth_TT,"@GloWorld If glo are moving out of Ghana, won't they inform us there customers rather than giving us a horrible services? I can't check my account balance, recharge, check my data balance, purchase data and reception 📶 for calls and data goes off and on. This is the 4th day.",0,0
285,Japheth_TT,@GloWorldGH what the hell is glo doing in Ghana 🇬🇭? I have never seem a Telecom network with the poor network services in this our 21 century. Where is this your fiber optic cable. How can a new customer that just purchased your sim for the past three days stay on glo?,0,0
