,Username,Tweet,Like Count,Retweet Count
172,ade_ayanbule,"RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/leDj1Bcj",0,0
173,dee4dayo,"To who? @FUMZZZy: RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http:",0,0
174,Chichi_C,"To who? RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service",0,0
175,BankoleKE,"To whom?""@NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service",0,1
176,malaabo,"""@NigeriaNewsdesk: MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/4rfHNtaQ""..pay who? @omojuwa",0,0
177,InnoKoko,"""@NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/1gf2V6f5""2 who?",0,0
178,Tjumper_,"Just me o""@stancleftic33: To whom? Subscibers? ""@Ttjumper: MTN,GLO,ETISALAT to pay N1.17bn as penalty for poor quality of service",0,0
179,xaynab_jb,"Yayy!!""@NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/cuzAs7rT""",0,1
180,khalilwaziri,"Nice 1 RT@NigeriaNewsdesk [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/qlCVVy6K",0,0
181,realborn11,"RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/rNlzpF5E",0,0
182,gadgetzplace,", Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/wuKMDFU3” Abeg hope Na as credit to customers o.",0,0
183,LifeAsTosin,"\\^_^// RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat 4 pay N1.17bn as penalty 4 poor quality of service http://t.co/1StchP4p",0,0
184,UgohYme,"@NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/Jp3SQG6d",0,0
185,Chriskata1,"good“@NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/Q8tMV2Rj”",0,0
186,opeoluleye,"RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/h3ViKr23",0,0
187,Spectmo,"""@NigeriaNewsdesk  MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/NHwTyOmz"" to who?",0,0
188,BreezyDaEmperor,"RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/XX6izGWb",0,0
189,Dartagnann11,"RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/i4ltaoFu",0,0
190,olayinkamiasake,"MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service",0,0
191,chrischrugo,"What about PHCN ""@NigeriaNewsdesk  MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/YtvRXhDw""",0,0
192,MimiOsa_Tweets,"RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/5vUaa12h",0,0
193,77th_Omari,"RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/bJyBWS0h",0,0
194,bolaadesope,"""@NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty 4 poor quality of service. Who r they payin d money to?",0,0
195,MayorBobby,"Pay to who? Corrupt Nation ""@NigeriaNewsdesk: MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/co1MTu8U""",0,0
196,eobonare,"To who ?""@NigeriaNewsdesk: [InformationNigeria] MTN,Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/938Tyd4Q",0,0
197,DapsonGent,"@Horlhadimaeji @NigeriaNewsdesk My Question: to who? RT MTN, Glo, Etisalat to pay N1.17bn as penalty 4 poor quality of service RT gud questn",0,0
198,E_FlintStone,"RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/1vNbtavX",0,0
199,EmperorDee,"MTN shd pay mor jor! RT @NigeriaNewsdesk: MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service",0,0
200,henridecoy,"Omg dis aint gud hpe dey won't use it on dere workas ""@NigeriaNewsdesk:MTN,Glo,Etisalat to pay N1.17bn as penalty 4 poor quality of service",0,0
201,awolaru,"RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/ozUxHFiA",0,0
202,YemiPAWS,"RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/JzZWdJIL",0,0
203,titolavida,"Mshew!""@NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/nhCaPWj9""",0,0
204,orediipe,"RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/htSaA1DH",0,0
205,Harris_M7,"MTN shud pay double.. [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/0fSVtIkE""",0,0
206,proxxytrust,"@NigeriaNewsdesk when mtn, Glo and Etisalat offer poor quality of service their customers suffer,so customers should be compensated not ...",0,0
207,MohammedDarma,"""@NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/jUnmXWPW""",0,0
208,miz_estaa,"LOOL RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/VvOu3rdt",0,0
209,Poffy_tweets,"I wish RT @NigeriaNewsdesk:[InformationNigeria]MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/iJwrXl7m",0,0
210,Narciaa,"RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/5grq67Ap",0,1
211,Izzie_O,"RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/2dl6amAT",0,0
212,1Creed__,"How will we know? RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service.",0,0
213,KezieOkpala,"""@NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/dSGlxc6C""",0,0
214,Bandetweet,"RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/sm050aQg",0,0
215,Mistaleonard,"""@NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/DwFycttw""",0,0
216,El_marvis,"To who?""@NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/dky8UetL",0,2
217,AffluenceLanre,"RT @NigeriaNewsdesk: [InformationNigeria] MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/jFvdVhMC",0,0
218,Tjumper_,"MTN,GLO,ETISALAT to pay N1.17bn as penalty for poor quality of service  http://t.co/X6dvmw5s",0,0
219,infonaija,"MTN, Glo, Etisalat to pay N1.17bn as penalty for poor quality of service http://t.co/10vho5sN",0,2
220,AfricaNewsWeb,"NCC Slams MTN, Etisalat, Airtel, Glo With N1.17 Billion Penalty Over Poor Quality of Service http://t.co/dc2xCFAA",0,0
221,abudhabinews,"NCC Slams MTN, Etisalat, Airtel, Glo With N1.17 Billion Penalty Over Poor Quality of Service http://t.co/uYUcESad",0,0
222,nigerianewsnet,"NCC Slams MTN, Etisalat, Airtel, Glo With N1.17 Billion Penalty Over Poor Quality of Service http://t.co/vSJnl5Z3",0,0
223,dubainewsnet,"NCC Slams MTN, Etisalat, Airtel, Glo With N1.17 Billion Penalty Over Poor Quality of Service http://t.co/fztiQIbR",0,0
224,sudan_news,"NCC Slams MTN, Etisalat, Airtel, Glo With N1.17 Billion Penalty Over Poor Quality of Service http://t.co/tc3RUTlV",0,0
225,uaenewsnet,"NCC Slams MTN, Etisalat, Airtel, Glo With N1.17 Billion Penalty Over Poor Quality of Service http://t.co/746bt9Lk",0,0
226,enelstein,"NCC Slams MTN, Etisalat, Airtel, Glo With N1.17 Billion Penalty Over Poor Quality of Service http://t.co/qoWUEmF7",0,0
227,Ariel_Dianzon,"NCC Slams MTN, Etisalat, Airtel, Glo With N1.17 Billion Penalty Over Poor Quality of Service: [Vanguard] The Nig... http://t.co/LW44awvD",0,0
228,akanchawadotcom,"Nigeria: NCC Slams MTN, Etisalat, Airtel, Glo With N1.17 Billion Penalty Over Poor Quality of Service: [Vanguard... http://t.co/7vyKyJbg",0,0
229,samue1979,"NCC slams MTN, ETISALAT, AIRTEL, GLO, with N1.17b penalty over poor quality of service http://t.co/CISGyKIz",0,0
230,Dirawnn,"Cc@mtnng YEAH! RT @nigeriacamera: NCC SLAMS MTN, ETISALAT, AIRTEL, GLO WITH N1.17B PENALTY OVER POOR QUALITY OF SERVICE http://t.co/EfR2kxt2",0,0
231,iammrkore,"RT @Nigerianey: NCC slams MTN, ETISALAT, Airtel, Glo with N1.17b penalty over poor quality of service: http://t.co/UwoPoxZu",0,0
232,imOluwaatosin,"""@nigeriacamera: NCC SLAMS MTN, ETISALAT, AIRTEL, GLO WITH N1.17B PENALTY OVER POOR QUALITY OF SERVICE http://t.co/deb7PBE2""",0,0
233,RommyMom1,"NCC slams MTN,  ETISALAT, Airtel, Glo with N1.17b penalty over poor quality of service @toluogunlesi @omojuwa",0,0
234,RommyMom1,"NCC slams MTN,  ETISALAT, Airtel, Glo with N1.17b penalty over poor quality of service",0,0
235,__visored,"NCC fines MTN 360 m, etisalat 360m ,  airtel 270 m &amp; glo 180m for poor quality of service.",0,0
236,NigerianEye_,"NCC slams MTN, ETISALAT, Airtel, Glo with N1.17b penalty over poor quality of service: http://t.co/vD8s5Uaa",0,1
237,Natachyy,"NCC slams MTN,  ETISALAT, Airtel, Glo with N1.17b penalty over poor quality of service http://t.co/AG7kbBmc",0,0
238,zeroplustwo_,Those stats imply that Glo provides the best Quality of Service while MTN &amp; Etisalat are the worst - paying twice as much in fines as Glo,0,0
239,TheInfoStride,"NCC slams MTN,  ETISALAT, Airtel, Glo with N1.17b penalty over poor quality of service.",0,0
240,olajideobe,"NCC slams MTN, ETISALAT, Airtel, Glo with N1.17b penalty over poor quality of service http://t.co/1iA1TJ7h
Will they credit us customers?",0,1
241,wemiibidun,"NigerianEye: NCC slams MTN,  ETISALAT, Airtel, Glo with N1.17b penalty over poor quality of service: http://t.co/EcNpQdoS",0,0
242,NigerianEye_,"NCC slams MTN,  ETISALAT, Airtel, Glo with N1.17b penalty over poor quality of service: The Nigerian Co... http://t.co/HUsMllYZ #Nigeria",1,0
243,Abara_kingsley,"» NCC slams MTN, ETISALAT, Airtel, Glo with N1.17b penalty over poor quality of service | Vanguard Mobile",0,0
244,sunusisaad,"» NCC slams MTN,  ETISALAT, Airtel, Glo with N1.17b penalty over poor quality of service  http://t.co/ejiuEwFG",1,0
245,naijasites,"NCC slams MTN,  ETISALAT, Airtel, Glo with N1.17b penalty over poor quality of service: Th... http://t.co/wLhr7jwh",0,2
246,iamChillieB,"NCC just fined MTN, Airtel, Glo and Etisalat for poor quality of service!!! Now that's what's up",0,1
247,Prince_lington,"*MTN, Expresso fined GH¢250,000 for poor quality of service in Ghana**Glo announces UNIWORLD roaming in Nigeria, Ghana, Benin",0,0
248,samnix,"@im_papi_chullo Glo sucks my borda ... No bis for d past 5 days here, wat happened to customer loyality and quality of service",0,0
249,blackstarsfan,Glo will succeed...at first. Ghanaians like new things. Their long term success depends on quality of service. Ghanaians can be unforgiving,0,5
250,TosanEde,"Glo sucks nowadays,oh well its just N1400 so why complain about poor quality of service?",0,0
251,glo_luvsmakeup,I strive to give the highest quality of service #get yo makeup done #get yo eyebrows done,0,0
252,JustNOQ,@Miss_Bawuah might this be an indication on Glo's quality of service? So inconsistent!,0,0
253,charleslawson_,"@MTNNG should realize that its not always about the price,its about the quality of service...I get 3G with my glo 24/7 n just EDGE with mtn",0,2
254,TheEmekaa,"NCC gives MTN, GLO & AIRTEL a 30-day ultimatum to improve their quality of service or face sanctions :D",0,1
255,OG_Yzee,"Big lie, same story evry year RT ""@yusufo1: Quality of Service: NCC issues deadline to MTN, Glo, Airtel: http://t.co/Ry6CslAn via @AddThis""",0,0
256,yusufibrahim_,"Quality of Service: NCC issues deadline to MTN, Glo, Airtel: http://t.co/EO6ji7RD via @AddThis",0,0
257,ITRealms,"NCC to sanction MTN, Glo and Airtel over poor quality of service if .... @gbengasesan, @nweke.nkem",0,0
258,inemesitaffia,"@tech_pundit it's called quality of service qos scheduling or traffic shaping every1 does it. If u don't wan't it from rim, mtn or glo will",0,1
259,tedypen,dy just wastin money on advert instead of beta Quality of service RT @jojoophina: Chioma Chukuwka sef na glo ... http://tmi.me/8Bt6v,0,0
260,mrmosore,I'll remind u when u start cursing gloRT @Von_Smallhousen: Quality of service RT @mrmosore: MTN n Glo...wats d (cont) http://tl.gd/9lj1k8,0,0
261,Von_Smallhousen,Quality of service RT @mrmosore: MTN n Glo...wats d difference?RT @Von_Smallhousen: *strolling by with my glo BIS* ... http://tmi.me/8sJw5,0,0
262,MatterSocial,Logo Design Company: We are recognized for our quality of service in web designing and development through the glo... http://bit.ly/cuihQn,0,0
