Tweet,Analysis
I've not had an active glo data plan for almost a year but they never fail to text me EVERY DAY telling me the plan has expired or this and that.  can I breathe please?,Strong
 Glo data plan,Neutral
"    Hello, . Yes, a Glo data can be purchased on another network line when you choose the wrong network provider when subscribing for the data plan. However, you will not be able to use the data plan.
*TINA",Neutral
"I broke up with this ex in 2019. I haven’t used my data plan for more than a week since I can remember. I decided to call Glo today. After my para, the lady said “Do you know you’re sharing data with someone”. She told me how to check which I did. Buchi, you’re wicked!😭💔",Strong
"before you go online.
If this happens in the middle of a meeting one gets upset.
Pls help us to tell them to automatically switch to the main data plan without interrupting the network and our online work and meetings.
The only thing I enjoy from glo network is their airtime bonu",Strong
"   I used to spend ₦10k to ₦15k monthly on GLO data, but I started this yr with the ₦18K data plan.

I've not used half of it and the month is ending. I'd do ₦1k monthly data plan b4 it expires &amp; carry over my remaining data &amp; continue to use it for the next 2 months.",Weak
"In MTN and GLO
  Who has the best data plan",Very Strong
" The last time used GLO for data plan I almost develop HBP, I knew their network was terrible but I thought it shouldn't be that bad because I said to myself that what I was going to use it for was limited, you will see 4G firm like dis on your phone but all na scam.",Weak
"The least you as a business could do   is LET CUSTOMERS KNOW YOU’RE GOING THROUGH ISSUES. 

I honestly REGRET PAYING FOR YOUR YEARLY DATA PLAN, BUT AT THIS POINT, there’s ZERO VALUE IN HOLDING ON TO THIS USELESS GLO LINE",Weak
"  LOL, got to change my data plan first: something like Glo's 1000GB for 1 year for 100K, to make more sense.",Strong
#RT : How to Cancel Auto-renewal on Glo Data Plan (Code) https://t.co/99JDjNCpnT,Neutral
How to Cancel Auto-renewal on Glo Data Plan (Code) https://t.co/9QTOWynnIA,Neutral
How to Cancel Auto-renewal on Glo Data Plan (Code) https://t.co/l1Cpe1yXdH,Neutral
" Glo data plan is the best and most economical right now ,, y’all should switch",Strong
What’s the best data plan on glo?Somebody please help  because I’m done with MTN 🙏🏾,Very Strong
Glo has a data plan called WTF 😂,Weak
"With Glo match day data plan, you don't need dstv if sport is the only reason you watch dstv. Get Smart TV, you're good to go.",Strong
"HAPPY SUNDAY 

Sunday amusement shouldn't be cut off because of NO DATA!

Enjoy  our DATA services 
1gig mtn = #260
1 gig airtel = #350
1 gig glo = #500

For any of your Data Plan  Message https://t.co/TGRWQ1Lzk4 Now! https://t.co/sAMr68aESa",Very Strong
 Any glo data plan similar to MTN 20g + 20g bonus for 5k,Neutral
MTN keep messing around with my data plan why I’ll run back to Glo and I just bought mifi from them 🥲🥲🥲,Neutral
", I am currently on Glo Brekete and when i recharged N1,000.00 for a DATA plan its not browsing. Please i want to go back to my normal Glo package Plan so i can browse anytime. Help me (08059119214) ASAP.",Strong
"  Slow, it happens often, the most annoying thing from glo is when they can't switch my data plan without me switching airplane mode on and off",Weak
"How to Stop/cancel Glo Data Plan Auto-Renewal (Code)

https://t.co/3MwM933SN4",Neutral
"   
How on earth does one pay for Sunday data and waits till it expires without having value for it? I av not bin able to use the Sunday data plan. YET IT WILL EXPIRE and my money would just go without value?
No compensation plan...
#Glowahala https://t.co/xVFoJFrJzy",Strong
  Glo is good averagely but the problem is their frequent network breakdown. I think their data plan is good too.,Strong
" Happy New Year GLO, this new year kindly change your message format from “dear customer, your plan has expired"" to “dear customer, your data plan has expired”
It is annoying not funny, whose plan will expire? Haba!",Strong
"  Make una leave Glo, una no gree because they get cheaper data plan.😂
It still doesn't answer the question of are you a man?",Neutral
Why I use Tizeti. Unlimited data plan is the only way to use a smart TV. Glo and MTN almost ruined me. Imagine 30k sub not lasting 3 weeks but Tizeti costs just 12k5 monthly plus it works on up to 8 devices.,Strong
 Happy new year. Pls is there anyway we GLO users can double how data plan just like MTN like d one i saw in 1 of ur video. GLO l. Thanks,Strong
" glo glo glo, I'm not ready 4 ur frustrations dis 2023...I beliv d essence of subscribing 2 a big data plan is so I don't get to hav any interruptions. Wat's d point in havin ova 200gb on my sim yet can't load images properly not to talk of downloading files.",Weak
" I subscribed for N1,500 data plan on 31st December 2022 and my bank account was debited. I couldn't do much due to bad network.  Suddenly yesterday in the afternoon,  I  got an sms from Glo that my data has finished.  Why this robbery?",Weak
How TO Subscribe To The New Glo 10GB Data Plan For Just N1000 -  https://t.co/YH4ociOHLL,Strong
You'll buy a data plan on Glo and still have to beg them before they activate it,Neutral
" Hello ,  Always On is not a data plan. It is a subscription that retains your line on the Glo network for 365 days, guaranteed, no matter what.",Neutral
" Hello , sincere apologies for my delayed response. Please be informed that Glo Always On is not a data plan. Kindly dial *777# to view our available data bundles. Thank you.
-Jane",Strong
" Hello ,  sincere apologies for my delayed response. You may dial *127*02*Glo Number# to remove a number while you have an active data plan. Thank you. 
-Jane",Strong
" Hello , sincere apologies for my delayed response. While you have an active data plan, you may dial *127*01*Glo Number# to share your data plan. Kindly note that you can only share data with a maximum of 5 Glo numbers at a time.",Strong
"  Its not about size? I am Same Gionee310 ..the same data . I changed to Glo data plan ,I cannot finish 1gb plan. I started looking for what to download. Please you guys should wake-up. Am not the only person complaining.",Neutral
 please my glo network is not working and I have an active data plan. What could be the problem? Please rectify this immediately!!,Weak
Glo Data Plans – How To Get Glo Data Plan 200 For 1GB https://t.co/6Zc7wzAxGR,Neutral
"  Hello , I am sorry to hear this. You can subscribe to the Glo special data plan with no night data volume. Kindly dial *777#https://www.gloworld.com/ng/personal/data/data-plans
Thank you. _Paul",Strong
" Hello ,  I am sorry to hear this. Kindly restart your device after a few minutes to observe the behaviour. You can subscribe to the Glo special data plan with no night data volume attached to it.",Strong
" You say cheapest data plan..
Which of the plan ?
Getting a GLO sim card",Neutral
" Also, you can add a maximum of 5 Glo numbers to share your data plan with. Thank you. 
-Jane",Neutral
" Hello , please dial *127*01*Glo Number# to share your data plan. Please note that you need to have active data to be able to add a number to share with you.",Strong
Glo with their worst activating Data plan 😒😒.. make I still wait for like 2hrs before midnight plan is activated or dey off/on phone like NEPA.. https://t.co/sR7dA5WYzZ,Very Weak
"  If you are browsing or accessing Showmax, the depletion will happen from Glo Showmax data plans and if you are accessing any other sites it will get depleted from General Base Data plan.  *Odewole",Weak
"Good morning Famclients 🤗
Happy new week.. ❤️
  Get your Cheap Internet Data Plan and Airtime Recharge for Airtel, 9mobile, GLO, MTN, Pay DSTV, GOTV, PHCN and Results check.. Also available for your Data giveaways..💯

NO SCAM ZONE ✅ 💯❤️
#Onlinetradefair #Askforvendors https://t.co/uCLDJzHeB8",Strong
"Good morning Famclients 🤗
Happy new week.. ❤️
  Get your Cheap Internet Data Plan and Airtime Recharge for Airtel, 9mobile, GLO, MTN, Pay DSTV, GOTV, PHCN and Results check.. Also available for your Data giveaways..💯

NO SCAM ZONE ✅ 💯❤️ https://t.co/lw4SLB3rVB",Strong
 you guys bought glo and make changes on the Data plan moy3 Mmoa paa,Neutral
" Abeg getat

How much glo sell unlimited crying data plan for you sef🤪",Neutral
"  What’s the best data plan epp me???🙏🏼
Glo or Airtel please",Very Strong
"Fraud ni Glo bcos i opted for one off subscription,wanted to upgrade it now they’ve immediately renewed my data plan.Who sent you people message 😏😏. Inu Tonasobe ni 2nd glo yi shi ma pada si once I retrieve that MTN Lola Anobi 🤝.",Neutral
 Omo bro it’s really crazy. All the network providers are the same no better option . Glo will tell u 1.5k for 7gb but in reality it’s 3.5gb you’re paying for . And by the time u know what’s up boom data plan would soon be exhausted. Criminals mehn,Weak
       A rare photo of Glo and Mtn Data plan,Strong
 This screenshot shows my subscription of Wednesday since then I've not subscribed on glo again 1gb expired with me doing anything meaningful the number brought up to be sharing my data plan is not even close by and has no access to my phone and I did not share my plan with anyone https://t.co/kzFr1uk8Tl,Strong
#glo I have being subscribing but my data plan seems to be running down faster than expected..what's the problem?,Weak
 I will buy Glo or MTN  Data plan,Neutral
Please how do one cancel a data plan on glo?,Neutral
Someone should share the best GLO data plan they know. Thank you.,Very Strong
  Glo simply doesn't do it for me. Fucked up data plan so I don't expect better regarding consumption.,Weak
"For the past 2 months I've always been purchasing  campus data.
As indicated #500 campus data--2.6GB.
Which I feel is better than the normal #500 for 1.6Gb, after purchasing the campus data plan of #500 I immediately checked my data bal and saw only 800mb.
#gloworld
#glo",Strong
" Glo
Change ya data plan",Neutral
"Nothing like that. Una dey suck data! 
The same data plan I'll do on my Glo sim, lasts more than a week, once I do it on my MTN, it doesn't last 2 days!",Strong
 Glo data plan. Guess that's the only thing that stays longer this days 🤭🤭,Neutral
So 3k glo data plan gives 10gb? Ohk now,Neutral
"I’m not understanding Glo and their data plan again 

I don’t want 4G night from my 9.2G
Just give me my data all like that 😒

Cos when I check my data balance it’s morning own they’ll be showing someone",Strong
"*GLO Data Plan*
3.9Gb - N950
7.5Gb - N1400
9.2Gb - N1900
10.8Gb - N2400
14Gb - N2850
18Gb - N3800
24Gb - N4800
29.5Gb - N7700

Validity 30 days

Click on the link to buy now
https://t.co/c1EgCyRysK",Neutral
The Glo 1terabyte plan is the best data plan ever,Very Strong
"  Omo how i go change sim cos i experience few hrs of bad connection 😩 are u fr ? 

Omo the kin data plan wey glo get, no network get am and e fast no come closer 😂",Weak
"    The last i did,proper data plan.
Just letting you know we don't do awoof data ( glo) here, as you do.",Neutral
"i thought glo was the problem, i just didn't have a data plan",Neutral
"Glo will just stay and send msgs - ""You have exhausted your data allocation, and your data access has been blocked."" 🤣
Is it meant to be a threat? For a line that hasn't seen a data plan in close to 3 years 🤣. I thought data access was blocked since.",Weak
Which glo data plan is the best please anyone?,Very Strong
Shey I'll not block this glo line ni? Why are they disturbing me with messages about renewing my data plan?,Weak
 you guys are a criminal organisation. Fellow Nigerians have you taken note of how globacom steals from Nigerians? Imagine buying data plan N2000 for 9gb. 5gb for the day and 4gb for the nigh. U xhaust d 5gb and the 4gb expires without using it.,Weak
 give us unlimited data plan as part of the joy festival glo as the king of unlimited #glocare,Very Strong
  To subscribe for Glo Night Weekend Data Plan. Is Just waste of money. You will start seeing unstable networks after buying the data plan. This plan is a scam,Weak
 I have actually have GLO.... They don't have reasonable data plan,Strong
"     Wetin man go come do like this. I get glo but their data plan no good at all. Them go give u 200mb, 110mb na for night browsing 90mb naim be normal data. Which network i go switch to like this?  when is starlink getting to Nigeria?",Weak
"So   has also join glo in deceptive advertising on their data plan.

Paid 6k for 50gb only to get 25gb ...

Una don dey mad too...

#leaked #leaked https://t.co/5vOBocokj7",Weak
 MTN data plan and network&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;Glo,Neutral
"Glo users, what is your go-to data plan?",Neutral
"  I just regret spending 10k data plan on GLO, I can’t even browse if there is another word for slow that’s what you guys are",Weak
"  Good afternoon Ms/Mrs. Victoria. I hope your day is going well. Please I took a data loan of 1K yesterday and I recharged exactly 2,500 in a bid to pay the loan and also get a data plan. Unfortunately, I recharged all and they (GLO) have taken it without giving me my plan. 1/",Strong
      Lmaoooo glo that is known for their cheap data plan,Strong
   Glo data plan *555# is still active I just did it this morning,Weak
"Glo made me buy a Sunday data plan that’s meant to last for 24 hrs only for them to use my existing monthly data, so what exactly is the essence Lol I don’t blame you people ",Strong
"I just say make i let Una know say glo Don drop another update. 

""Your chance to be a LANDLORD!
Dial *611# to enter and Buy data plan of N20,000 or more to stand a chance of winning a HOUSE in the Glo Festival of Joy promo""

Abeg Na phone network we want use, nor anoda naijabet",Strong
"Good morning, I subscribed for the campus boost data plan through the glo cafe app but the data plan wasn't activated,but the transaction was successful and I was debited ,so I request for a refund or reactivation of the data plan purchase,immediately.
#glonigeriarefundmymoney# https://t.co/UcwoUN2nEl",Very Strong
 #GLOFESTIVALOFJOY 138g of glo data plan..,Neutral
Definitely buying spectra net at this point. Tiring of this Glo data plan,Neutral
Abeg which is the best data plan for glo,Very Strong
Just when I think I’ve seen spare cash I get the “Dear Customer your data plan will soon expire” text from Glo 😭😭,Neutral
Glo Sunday Data Plan: How to Get Glo 1.25GB for N200 https://t.co/L5MKGuNvku #tweet #trending #retweet #betechwise #rtitbot #retweet,Neutral
Glo Sunday Data Plan: How to Get Glo 1.25GB for N200 https://t.co/Tf9I0kMy1Y  #influencer #influencermarketing #tech #techbloggers #techblogs #techie #technews #technology #instagood #womenintech,Neutral
Glo Sunday Data Plan: How to Get Glo 1.25GB for N200 https://t.co/Tf9I0kMy1Y,Neutral
" My dear brother Sammy, Get a GLO sim and use berekete package. Benefits;
1. Fastest download speed compared to others.
2. Mega data plan compared to others.
3.  Heavy bonus on recharge ( data &amp; calls )
4. Unlimited free calls with a little hack.

*NB* prove above☝️ https://t.co/uzFL4FCROe",Strong
" You guys even charged me for calling your customer care line? About 1k gone in addition to the 2k monthly data plan that suddenly vanished. Na to borrow, use am take do data, the throw away the useless line o. I no use  again abeg.",Weak
    For data plan nah glo ooo..but make you use am well nah wahala,Neutral
   Glo get better data plan but the day them chose to show their subscribers shege eh,Strong
GLO... Legit Network 4 Data Plan 💯✌️🌎 https://t.co/ikfv44UGvN,Neutral
"Data plan should be unlimited if it says it is unlimited. If Mtn, glo etc can not do that, then they can go. Please let's do it like is done in USA, UK and developed countries. 

My software development company will build softwares for Nigeria.",Strong
"Glo's Match Day Special Offer data plan is the real deal! 
10GB for #1,000 only. Talk about data offering with unlimited gusto.",Strong
"Glo network still retains its status as the most useless in Nigeria
Bought a 24-hour 4GB data plan yesterday to download a game and still have not downloaded the app up to half 
Even WhatsApp messages take a while to load. For a whole day
Now it's going to expire at my expense",Weak
" But u can assist me with data plan 08058477143. GLO
YOU ARE BLESS DEAR",Neutral
 Try GLO 1TB data plan if it’s stable in your area. Lasts for a year.,Neutral
"  I'm fr Gy
1500 data plan in Glo is 7Gb
Buh MTN 2k no reach am",Neutral
Shora fun glo data plan😪😪😪,Strong
"Glo is toying with my emotion ………which one is “Dear Customer, Your data plan will expire soon”………plan mi bawo",Neutral
" My uncle has over 20gb on his phone and he’s not using it
Wetin person wan dey use 1gb per day do 

I know Glo has sharing option that allows you add user(s) to your data plan",Weak
 pls I’m finding it difficult to subscribe to a data plan on my glo line. It keeps saying error occurred. What can i do pls…,Weak
 Glo data plan,Neutral
" It's not everywhere sha 
Glo actually has nice network in places

The only issue I face is the switching off data plan 😂
You'll have to switch airplane mode on and off for awhile",Strong
"   Glo is sweet when it comes to their data plan 
The network shake me yesterday too 😂",Strong
      Hello . I apologize for the delayed response and for the issue experienced. May I know if you have been able to subscribe to the data plan? **Adigun,Strong
"Glo Data Plan: How To Buy Data Bundle, Subscription Codes And Price https://t.co/xA77HGGGhi",Neutral
 I have been trying to subscribe to a data plan on my glo line 09057516406 to no avail. Pls any problem with the line? Pls help.,Neutral
Glo don Make corrections. Adupe. Ewo ni YOUR PLAN WILL EXPIRE SOON or YOUR PLAN HAS EXPIRED. I dey always return the curse Sha. Now they have adjusted it to YOUR DATA PLAN,Neutral
"Glo, is it that your megabytes are gigabytes or somebody from your head office is sharing my data plan?",Neutral
"So MTN increased data plan prices, Airtel rush follow am. Wow, rich networks. 

Now 40gb no dey reach 3 weeks again; Airtel nice one. Na GLO I dey switch enter ASAP 😂🥱

Make I use our own network as a patriotic Nigerian sef. 😂😂😂

😡🥲",Strong
"Glo: Dear Customer, your data plan will soon expire

Me: 😩😩 https://t.co/3FIP4tpuKy",Neutral
"Fed of buying data on this glo sim, data draining ASF?! Wait how imma be buying one month data plan every three days without downloading nun not even watching videos or whatever just WhatsApp and Facebook...that's some bs 😕😒",Neutral
" Yeah glo so I just recharge 2000 naira now and I tried buying a data plan and it's saying insufficient funds, I can't even check my airtime Balance because it keeps saying connection wahala , and still can't even check data balance or mmi I code wahala",Neutral
" You people are just not responsible to your customer complain, haven sent in twits to your customer handle on your poor service as regards not able to recharge my data plan for more than three days now both on *777# and your Glo App. Too bad of you.",Weak
GLO DATA PLAN https://t.co/I6hmP6zQdL,Neutral
GLO DATA PLAN https://t.co/JB1uThTlJD,Neutral
Who noticed you have been unable to subscribe to any Glo data plan since yesterday,Weak
"GLO Data Users. 

Great Data Plan Options IMO for Students.

Enjoy ✨ https://t.co/FZWBYN6Xob",Strong
"   Glo for more than 24 hours now I can't subscribe to any data plan, it keeps saying ""Error occurred try again later"". I had to borrow data and pay it back with my balance before I could access the internet. What's happening now?",Strong
"  Good morning glo pls have been trying to purchase a data plan since yesterday and I have been receiving messages like an error occurred pls what can I do 
09058569434",Very Strong
 Glo you guys are really annoying since yesterday I have been trying to renew my data plan  it’s saying system error wtf I have been borrowing data like a beggar from you I thought airtel was the worst until I  used Glo lol 🤌🏽,Weak
"  I've been try to subscribe to a data plan on glo, but it's showing me sorry an error as occured since a day before",Weak
" I have been trying to subscribe to a data plan on glo since yesterday ,but it's showing me error has occurred please try again later 
Why?",Neutral
 I have not been able to subscribe to any data plan on Glo…It keeps saying an error occurred and the customer care line has been busy since like forever🤦🏼,Strong
" please since today morning  around 12am , I've been trying to buy a data plan using code but all glo has been sending me it's  ""sorry ! , an error has occurred. Please try again later 
I don't know whether it's only me having this issue please ? Fix it please",Weak
" Fix up! Since yesterday, I can’t buy a data plan. Do something abeg. Glo users are complaining.",Neutral
I'm currently having issues buying a data plan on my Glo sim😭😭  ,Neutral
 I have been trying to subscribe to data plan on my glo line. But it keeps showing error ? What could be the problem ?,Neutral
the glo unable to subscribe for data plan issue is so serious that even their call center unit dont have another option for purchase of data to subscribers  at this time   seem  is having data purchase patronage today. i pity u if you buy airtel,Weak
" Good Evening Glo

I have been trying to subscribe to a data plan since yesterday....I used the *777# code but when ever it's get to the stage of subscribing,I get  
SORRY ! An error has occurred. Please try again later.
My number is 09050709093",Strong
" hello me again, calling you to sort out this network issue ,its been more than a day and I can't buy a data plan. Keep getting ""error occurred"" reply. I missed a huge money yesterday being idle the whole day. I patronise glo well, makes me question my choice of network.",Strong
" hello am cajetan and I am having issue with my Glo line,I have been trying to buy a data plan since yesterday morning, but I keep getting an ""error occurred"" reply. This isn't the first time. I can't recall the times I was idle because of network issue from my glo line",Strong
"  I have been trying to subscribe to a data plan on glo,But it's showing me error has occurred be try again, 
Why?",Neutral
 Both glo and MTN they are just useless data plan zero that’s for glo network zero MTN hike in data plan,Weak
"  Y'all give big data plan that can only work for 3 apps,the most annoying network in Nigeria is glo",Weak
  Okay. If you can make it very good then people will come for glo than any other networks because you have a good data plan,Strong
" what's the tarrif for the Glo N500 data plan that gives 8gig for 14 days.
I got an SMS advertising this as new data plans",Strong
" Hello  , I am sorry to hear this. You can subscribe to the Glo special data plan with no Glo night bonus data. Kindly dial *777# to subscribe. https://t.co/7NKTXTPVUa
_Paul",Strong
 😩😩 but U get glo data plan,Neutral
" Like seriously, u know any glo beta data plan",Weak
"Get your Cheap Internet Data Plan and Airtime Recharge for Airtel, 9mobile, GLO, MTN, Pay DSTV, GOTV, PHCN, Results check..

NO SCAM ZONE ✅ 💯❤️ https://t.co/jqr4NimUEm",Strong
" Hello . To view your data sharing list, please dial *127*00#. To remove the number, please dial *127*02*glo number#. You also need an active data plan to remove numbers from your shared list.
*Martins",Weak
"If not you indicate it. Anything less than this is wickedness and extortion. Since it's all part of the data plan eg 1month data plan of N1500 is 7.5G. And the 4G included will just expire within 3days. It's  extremely not fair.
This is my experience with Glo data",Weak
It took Glo forever to activate my data plan and it makes you wonder why?!,Neutral
"I was scam yesterday mid night by Glo Network.i did a data plan of 7.5GB,imagine I update 6 Apps not much than 20mb and 4GB data was exhausted.",Weak
   Omooo see I'm only enjoying their data plan...every other thing is shiiittt....Glo network fit  go for 12hrs make you no fit do anything omo,Strong
" Hello . Kindly be informed that you can not transfer data on the Glo network. You can only share your data plan with other Glo users.
*Martins",Strong
"  After activation of the MiFi, you also get additional 5GB data on purchase of data plan of N5000 and above for a period of 6 months. Kindly visit a Glo outlet to purchase the MIfi.
https://t.co/j2TkM9drNc

 **Adigun",Strong
" Glo has been shitty in Ibadan , I do weekend 3gig data plan and on Sunday evening , I still have about 1 gig left , e no de go at all",Neutral
"Buy Cheap Internet Data Plan and Airtime Recharge for Airtel, 9mobile, GLO, MTN, Pay DSTV, GOTV, PHCN, Results check..

All from Ayesh Telecom 💯❤️ https://t.co/62TXzWDzYQ",Strong
" If I want to browse at night,  has a special data plan for night browsing. I'll do dat Wen I need data at night, Y must my Normal monthly sub be divided into night and day, I see no good reason for that. Dis is just pushing I, and people I know  away from glo",Strong
    After this my data finish am jejefully migrating to glo atleast there data plan still dope,Neutral
"   please improve in your network so that we can all be using glo,your data plan is the best but poor network.",Strong
"There was a time that, GLO was selling 1GB/₦200 for 3 days.

MTN was selling 1GB/₦200 for 7 days.

The two of them just suddenly stopped this dátà plan, despite that, many Nigerians buy this plan a lot.

Would have been a game changer for them.

But, na to exploit dem know",Strong
"  Hello, . I am sorry to hear this. Please note that you can subscribe to the Glo special data plan with no Glo night bonus data added to it. Kindly click on the following link to view special data plans. https://t.co/xlWrSbiNej…  
**Yemi",Strong
" Hello , I am sorry to hear this. Please note that you can subscribe to the Glo special data plan with no Glo night bonus data added to it. Kindly click on the following link to view special data plans. https://t.co/4112G5GKLn
_Paul",Strong
"MTN and Glo are direct competitors. One wants to increase the GB for ₦500 and the other adds ₦50 to it's ₦500 data plan but the GB remains the same.

Mind you, it's a 2 day plan.",Strong
I need a solid Airtel/GLO data plan,Neutral
" Hello , kindly dial *127*01*glo number # to share data on an active data plan.
**Titi",Strong
"After this plan expires,  show love or else... 👋 👋 

Dear glo, Your network will be replaced soon. To send me a data plan dial 08074474062  

 ... as i dey so, I no dey visit nana....",Strong
" No I'm new to the glo 7gb started using it this week
I think the normal data plan runs faster than this 7gb on my own end",Strong
  Glo's internet connection has to be the poorest there is out there (of all telecommunications companies) my business lost 347 thousand naira of my hard earned money due to inability to use the so called data plan We paid for...Do downtimes  last more than 4 hours?,Strong
"What is wrong with   network since yesterday

I can't call nor receive calls, can't do any activities on my line since yesterday.
Had to subscribe to glo data plan to be online today.
Your sim is just displaying NO SERVICE since yesterday.
Wetin happen nah.",Weak
Best Data plan for glo please 🥺??,Very Strong
" Over here Glo’s  bad 
If you just subscribe for a data plan it get worse",Weak
"Make us your data plug. We deliver like hebrew woman.
MTN data plan
500mb=200
1Gb= 350
2gb=700
3gb= 1050
5gb=1750

AIRTEL data plan
500mb= 300
1gb=500
2gb=1000
5gb=2500

GLO data plan
1.05gb= 600
2.5gb=1250
4.1gb=2000
5.8gb= 2500

9 mobile
3gb=1100
5gb=1800
10gb=3000
20gb=5000 https://t.co/QXHLf6YcPz",Neutral
 I recharged my glo line +234 705 697 4634 with 3k. Am finding it difficult to subscribe for 10g data plan using *777#.Its not giving me the option of selecting that of 10g but only showing proceed for the previous data plan which I don't want. Ur help is needed on this,Weak
I spending 5k every week renewing my data plan for Glo. Thieves,Neutral
