,Username,Tweet,Like Count,Retweet Count,Subjectivity,Polarity,Analysis
173,naijacrackers,Glo Introduce New Tarrif Plan That Gives 200 Bonus On Your Recharge amp Xmas Bounty Pack Here t co m6OGbVBiiJ,0,0,0.45454545454545453,0.13636363636363635,Strong
174,Dgurusworld,Glo Introduce New Tarrif Plan That Gives 200 Bonus On Your Recharge amp Xmas Bunty Pack Glo just introduced t co Rg5yAGKDoy,0,0,0.45454545454545453,0.13636363636363635,Strong
175,Dgurusworld,Glo Introduce New Tarrif Plan That Gives 200 Bonus On Your Recharge amp Xmas Bunty Pack Glo just introduced t co fJWUTEpzJk,0,0,0.45454545454545453,0.13636363636363635,Strong
176,iszola,Glo Introduce New Tarrif Plan That Gives 200 Bonus On Your Recharge amp Xmas Bunty Pack t co dQsYHCNXsS v,0,0,0.45454545454545453,0.13636363636363635,Strong
177,Blessyn_cfc,GLO INTRODUCE NEW TARRIF PLAN THAT GIVES 200 BONUS ON YOUR RECHARGE amp XMAS BUNTY PACK Glo Introduce New Tarrif t co SZqwLJXraF,0,0,0.45454545454545453,0.13636363636363635,Strong
178,GF_Officials,Gurusfans Forum Glo Introduce New Tarrif Plan That Gives 200 Bonus On Your Recharge amp Xmas Bunty Pack t co BR9cUTougn,0,0,0.45454545454545453,0.13636363636363635,Strong
179,toocoded_com,t co lcyssDT5kV Glo Introduce New Tarrif Plan That Gives 200 Bonus On Your Recharge amp Xmas Bunty Pack t co z1yNQ0az2e,0,0,0.45454545454545453,0.13636363636363635,Strong
180,guruzwap,Tech Glo Introduce New Tarrif Plan That Gives 200 Bonus On Your Recharge amp Xmas Bunty Pack t co sGMojLGM89,0,0,0.45454545454545453,0.13636363636363635,Strong
181,mygistpoint,Glo Introduce New Tarrif Plan That Gives 200 Bonus On Your Recharge amp Xmas Bunty Pack Glo just introduced a new t co WDBbAdSBEI,0,0,0.45454545454545453,0.13636363636363635,Strong
182,samamoo_,INFOHINT Forum GLo NEW TARRIF PLAN THAT GIVES200 BONUS ON RECHARGE amp XMASBUNTY PACK t co Nt7QlzOvTm via sharethis,0,0,0.45454545454545453,0.13636363636363635,Strong
183,naijawapaz,GLO INTRODUCE NEW TARRIF PLAN THAT GIVES 200 BONUS ON YOUR RECHARGE amp XMAS BUNTY PACK t co ZtJNDgjcSI,0,0,0.45454545454545453,0.13636363636363635,Strong
184,Hammed_adio12,GLO INTRODUCE NEW TARRIF PLAN THAT GIVES 200 BONUS ON YOUR RECHARGE amp XMAS BUNTY PACK Glo just introduced t co JYk5Py7b1K,0,0,0.45454545454545453,0.13636363636363635,Strong
185,GLtrends,Glo Introduce New Tarrif Plan That Gives 200 Bonus On Your Recharge amp Xmas Bunty Pack t co ijIF8BWL4p via Gurusloaded_com,0,0,0.45454545454545453,0.13636363636363635,Strong
186,Hammed_adio12,GLO INTRODUCE NEW TARRIF PLAN THAT GIVES 200 BONUS ON YOUR RECHARGE amp XMAS BUNTY PACK Glo just introduced a new t co MgKpTQVo77,0,0,0.45454545454545453,0.13636363636363635,Strong
187,Hammed_adio12,GLO INTRODUCE NEW TARRIF PLAN THAT GIVES 200 BONUS ON YOUR RECHARGE amp XMAS BUNTY PACK,0,0,0.45454545454545453,0.13636363636363635,Strong
188,Haysmart,Glo Introduce New Tarrif Plan That Gives 200 Bonus On Your Recharge amp Xmas Bunty Pack Glo just introduced a t co 6QT478m19e,0,0,0.45454545454545453,0.13636363636363635,Strong
189,yomiprof,Glo Introduce New Tarrif Plan That Gives 200 Bonus On Your Recharge amp Xmas Bunty Pack t co vEq877moWB via yomiprof,0,0,0.45454545454545453,0.13636363636363635,Strong
190,yomiprof,Glo Introduce New Tarrif Plan That Gives 200 Bonus On Your Recharge amp Xmas Bunty Pack t co vEq877moWB via yomiprof,0,0,0.45454545454545453,0.13636363636363635,Strong
191,timonie88, GlobacomLimited Hi please Glo bumper affect my tarrif plan,0,0,0.0,0.0,Neutral
192,Hammed_adio12, globacomlimited plz what s the tarrif plan 4 glo bounce I need their details,0,0,0.0,0.0,Neutral
193,ayobarme, GloCare pls what are the available glo prepaid tarrif plan for voice call ,0,0,0.4,0.4,Strong
194,ChuksonMiles,Yes sinzu_soft Miztr_X sorry brah ma ba3 dey gimme blowjob ni wait na glo tarrif plan hints u need abi ,0,0,1.0,-0.5,Weak
195,sinzu_soft, Miztr_X sorry brah ma ba3 dey gimme blowjob ni wait na glo tarrif plan hints u need abi ,0,0,1.0,-0.5,Weak
196,Nnastan,Pls i need detail on glo bounce tarrif plan amp 30mb data bonus ,0,0,0.0,0.0,Neutral
197,unimaidtalk,It is a prepaid plan available to new and existing Glo subscribers Key Features of Glo Bounce Tarrif plan t co HoqUF8dxQb,0,0,0.6181818181818182,0.1787878787878788,Strong
198,prettycachy, glocare Hi pls I want 2knw more about d new glo bounce tarrif plan for students cos I heard about it yestanite on TV ,0,0,0.4772727272727273,0.3181818181818182,Strong
199,onwocheicollins, Lavesky what s your best etisalat_9ja tarrif plan Anything nicer than glo GBam ,0,0,0.3,1.0,Very Strong
200,Bollybryan,MTN Glo users please to make an international call what s the best tarrif plan to do that on ,0,0,0.15,0.5,Strong
201,Mal_Kaybee, na_amadu LOL clears throat sadiq_zahra mr_bee09 Wetin b gbam Lmfao Glo tarrif plan,0,1,0.7,0.8,Very Strong
202,Beamburlah,Glo BIG5 promo or tarrif plan is a SCAM Na God go punish ona 4 d deciet cc GloCare,0,0,0.0,0.0,Neutral
203,GloCare, simplytega u may pls dial 100 9 2 and send This will take u to our infinito plan The tarrif is 20k glo 30k other network and 10k to,0,0,0.375,-0.125,Weak
204,GloCare, Baskyi u may migrate to the infinito plan To do this pls dial 100 9 2 and send You will be charged N100 00 The tarrif is 20k glo to,0,0,0.0,0.0,Neutral
205,gregwills, GloCare I want to be migrated to the Glo Hi Lifer tarrif plan Thanks,0,0,0.2,0.2,Strong
206,GadgetsNgs,The New Glo Tarrif Plans Glo Talk Free tariff plan Glo Hi Flier And their Activation Codes t co Njsd7Bl6Wn,0,0,0.6272727272727273,0.2681818181818182,Strong
207,nigeriamobile,The New Glo Tarrif Plans Glo Talk Free tariff plan Glo Hi Flier And their Activation Codes t co zeh0ci5md7,0,0,0.6272727272727273,0.2681818181818182,Strong
208,heroine2809, GlobacomLimited G bam tarrif plan unbeatable talking texting browsing experience Glo with pride,0,0,0.0,0.0,Neutral
209,that_winner, GlobacomLimited with glo G bm hi five tarrif plan stay easily with family and friend GLOSLOGANSWEDNESDAY,0,0,0.8333333333333334,0.43333333333333335,Strong
210,boda_lanre, 101 1 thenumber Depending on your tarrif plan tho RT omoleay Pls glo subscribers what is the code for glo t co bzBIuVgG,0,0,0.0,0.0,Neutral
211,Faro1010, GlobacomLimited New Glo Infinito No Condition tarrif plan ,0,0,0.45454545454545453,0.13636363636363635,Strong
212,MilzzyMercy, globacomlimited Glo TALK FREE tariff plan It s a lot more packaged than a Tarrif,0,0,0.65,0.45,Strong
213,MilzzyMercy, globacomlimited Glo TALK FREE tariff plan Tarrif of champions,0,0,0.8,0.4,Strong
214,MilzzyMercy, globacomlimited Glo TALK FREE tariff plan offers the tarrif other networks cannot offer ,0,0,0.39166666666666666,0.125,Strong
215,Franco_Banco, GlobacomLimited GLOSLOGANSWEDNESDAY Glo Talk free tarrif plan THIS IS FREEDOM 0F SPEECH ,0,0,0.8,0.4,Strong
216,Franco_Banco, GlobacomLimited GLOSLOGANSWEDNESDAY Glo Talk free tarrif plan THIS IS FREEDOM 0F SPEECH ,0,0,0.8,0.4,Strong
217,hayatou01, GlobacomLimited What s the tarrif plan on the glo flexi reloaded and glo gista ,0,0,0.0,0.0,Neutral
218,obamakp, GlobacomLimited I wish 2 knw glo tarrif plan,0,0,0.0,0.0,Neutral
219,obamakp, GlobacomLimited I wish 2 knw glo tarrif plan,0,0,0.0,0.0,Neutral
220,olibenu,Unlimitd data 4 nonBBs pls MrBankole Get ready for the Nigerian telco data tarrif wars Glo strikes first Data plan caps revised upward ,0,0,0.41666666666666663,0.225,Strong
221,MrBankole,Get ready for the Nigerian telco data tarrif wars Glo strikes first Data plan caps revised upward ,0,2,0.41666666666666663,0.225,Strong
222,b_makanaki,Gbam hi 5 a stupid extortive tarrif plan on glo network mtchewwww,0,0,1.0,-0.7999999999999999,Very Weak
223,MrJohnEnglish,For crying out loud I need ld tarrif plan for glo dappy_maiye Agbaya oshi RT MrJohnEnglish Bam bam la la whistling ,0,0,0.7,-0.05,Weak
224,lincoln4luv, GlobacomLimited any new tarrif plan from glo ,0,0,0.45454545454545453,0.13636363636363635,Strong
225,onwocheicollins,How to Subscribe to Glo 1derful Tarrif Plan t co qrAKpWC,0,0,0.0,0.0,Neutral
