,Unnamed: 0,Username,Tweet,Like Count,Retweet Count
316,316,pepperxzn,"Glo, is it that your megabytes are gigabytes or somebody from your head office is sharing my data plan?",2,1
317,317,ParagonFuaz,"So MTN increased data plan prices, Airtel rush follow am. Wow, rich networks. 

Now 40gb no dey reach 3 weeks again; Airtel nice one. Na GLO I dey switch enter ASAP 😂🥱

Make I use our own network as a patriotic Nigerian sef. 😂😂😂

😡🥲",4,2
318,318,timiroyale,"Glo: Dear Customer, your data plan will soon expire

Me: 😩😩 https://t.co/3FIP4tpuKy",5,1
319,319,otwDonny,"Fed of buying data on this glo sim, data draining ASF?! Wait how imma be buying one month data plan every three days without downloading nun not even watching videos or whatever just WhatsApp and Facebook...that's some bs 😕😒",0,0
320,320,bobbysax_Eno,"@GloCare Yeah glo so I just recharge 2000 naira now and I tried buying a data plan and it's saying insufficient funds, I can't even check my airtime Balance because it keeps saying connection wahala , and still can't even check data balance or mmi I code wahala",0,0
321,321,Azeezade1006,"@GloWorld You people are just not responsible to your customer complain, haven sent in twits to your customer handle on your poor service as regards not able to recharge my data plan for more than three days now both on *777# and your Glo App. Too bad of you.",0,0
322,322,AkiluNetwork,GLO DATA PLAN https://t.co/I6hmP6zQdL,0,0
323,323,AkiluIliyasu,GLO DATA PLAN https://t.co/JB1uThTlJD,0,0
324,324,connect_visual,Who noticed you have been unable to subscribe to any Glo data plan since yesterday,1,0
325,325,thesegunadeleke,"GLO Data Users. 

Great Data Plan Options IMO for Students.

Enjoy ✨ https://t.co/FZWBYN6Xob",9,2
326,326,mickyoduds,"@GloCare @Anthony50674066 @linklups Glo for more than 24 hours now I can't subscribe to any data plan, it keeps saying ""Error occurred try again later"". I had to borrow data and pay it back with my balance before I could access the internet. What's happening now?",0,0
327,327,BrightOluleke,"@GloCare @Asiwaju_74 Good morning glo pls have been trying to purchase a data plan since yesterday and I have been receiving messages like an error occurred pls what can I do 
09058569434",0,0
328,328,ALEX956368,@GloWorld Glo you guys are really annoying since yesterday I have been trying to renew my data plan  it’s saying system error wtf I have been borrowing data like a beggar from you I thought airtel was the worst until I  used Glo lol 🤌🏽,2,0
329,329,Samsonsins,"@GloCare @Asiwaju_74 I've been try to subscribe to a data plan on glo, but it's showing me sorry an error as occured since a day before",0,0
330,330,SFunmilayp,"@GloCare I have been trying to subscribe to a data plan on glo since yesterday ,but it's showing me error has occurred please try again later 
Why?",0,0
331,331,_Otis__,@GloCare I have not been able to subscribe to any data plan on Glo…It keeps saying an error occurred and the customer care line has been busy since like forever🤦🏼,0,0
332,332,johnpaulleo,"@GloCare please since today morning  around 12am , I've been trying to buy a data plan using code but all glo has been sending me it's  ""sorry ! , an error has occurred. Please try again later 
I don't know whether it's only me having this issue please ? Fix it please",1,0
333,333,CossyRichards,"@GloWorld Fix up! Since yesterday, I can’t buy a data plan. Do something abeg. Glo users are complaining.",0,0
334,334,davre_views,I'm currently having issues buying a data plan on my Glo sim😭😭  @GloWorld,0,0
335,335,FikayomiAkinde1,@GloCare I have been trying to subscribe to data plan on my glo line. But it keeps showing error ? What could be the problem ?,0,0
336,336,GbanAnybody,the glo unable to subscribe for data plan issue is so serious that even their call center unit dont have another option for purchase of data to subscribers  at this time @Gidi_Traffic @fccpcnigeria seem @MTNNG is having data purchase patronage today. i pity u if you buy airtel,0,1
337,337,NotRootbutRuth,"@GloCare Good Evening Glo

I have been trying to subscribe to a data plan since yesterday....I used the *777# code but when ever it's get to the stage of subscribing,I get  
SORRY ! An error has occurred. Please try again later.
My number is 09050709093",0,0
338,338,roobiemusic,"@GloCare hello me again, calling you to sort out this network issue ,its been more than a day and I can't buy a data plan. Keep getting ""error occurred"" reply. I missed a huge money yesterday being idle the whole day. I patronise glo well, makes me question my choice of network.",1,0
339,339,roobiemusic,"@GloCare hello am cajetan and I am having issue with my Glo line,I have been trying to buy a data plan since yesterday morning, but I keep getting an ""error occurred"" reply. This isn't the first time. I can't recall the times I was idle because of network issue from my glo line",0,0
340,340,EbereOctavia,"@GloCare @Asiwaju_74 I have been trying to subscribe to a data plan on glo,But it's showing me error has occurred be try again, 
Why?",1,1
341,341,O22loro,@Iammarels Both glo and MTN they are just useless data plan zero that’s for glo network zero MTN hike in data plan,0,0
342,342,thisDABLESS,"@GloWorld @BrodaShaggi Y'all give big data plan that can only work for 3 apps,the most annoying network in Nigeria is glo",0,0
343,343,Prospark_,@GloWorld @BrodaShaggi Okay. If you can make it very good then people will come for glo than any other networks because you have a good data plan,1,0
344,344,adenitan,"@GloCare what's the tarrif for the Glo N500 data plan that gives 8gig for 14 days.
I got an SMS advertising this as new data plans",0,0
345,345,GloWorld,"@Eddie31_mufc Hello @Eddie31_mufc , I am sorry to hear this. You can subscribe to the Glo special data plan with no Glo night bonus data. Kindly dial *777# to subscribe. https://t.co/7NKTXTPVUa
_Paul",0,0
346,346,CollinsKaosiso1,@iconic_sage1 😩😩 but U get glo data plan,1,0
347,347,CollinsKaosiso1,"@iconic_sage1 Like seriously, u know any glo beta data plan",0,0
348,348,LanreAduke,"Get your Cheap Internet Data Plan and Airtime Recharge for Airtel, 9mobile, GLO, MTN, Pay DSTV, GOTV, PHCN, Results check..

NO SCAM ZONE ✅ 💯❤️ https://t.co/jqr4NimUEm",96,87
349,349,GloWorld,"@GlobalNikky Hello @GlobalNikky. To view your data sharing list, please dial *127*00#. To remove the number, please dial *127*02*glo number#. You also need an active data plan to remove numbers from your shared list.
*Martins",0,0
350,350,Mike_2000__,"If not you indicate it. Anything less than this is wickedness and extortion. Since it's all part of the data plan eg 1month data plan of N1500 is 7.5G. And the 4G included will just expire within 3days. It's  extremely not fair.
This is my experience with Glo data",0,0
351,351,Lbkraji,It took Glo forever to activate my data plan and it makes you wonder why?!,0,0
352,352,idowutaiwo390,"I was scam yesterday mid night by Glo Network.i did a data plan of 7.5GB,imagine I update 6 Apps not much than 20mb and 4GB data was exhausted.",0,0
353,353,Oluwa_dharmii,@HassanSZNN @darkieSZN @AirtelNigeria Omooo see I'm only enjoying their data plan...every other thing is shiiittt....Glo network fit  go for 12hrs make you no fit do anything omo,0,0
354,354,GloWorld,"@Kamoine Hello @Kamoine. Kindly be informed that you can not transfer data on the Glo network. You can only share your data plan with other Glo users.
*Martins",0,0
355,355,GloCare,"@BebeNG55766837 @BebeNG55766837 After activation of the MiFi, you also get additional 5GB data on purchase of data plan of N5000 and above for a period of 6 months. Kindly visit a Glo outlet to purchase the MIfi.
https://t.co/j2TkM9drNc

 **Adigun",0,0
356,356,deylepro,"@IamSuCreY Glo has been shitty in Ibadan , I do weekend 3gig data plan and on Sunday evening , I still have about 1 gig left , e no de go at all",0,0
357,357,LanreAduke,"Buy Cheap Internet Data Plan and Airtime Recharge for Airtel, 9mobile, GLO, MTN, Pay DSTV, GOTV, PHCN, Results check..

All from Ayesh Telecom 💯❤️ https://t.co/62TXzWDzYQ",43,38
358,358,horlah_awt,"@GloCare If I want to browse at night, @GloCare has a special data plan for night browsing. I'll do dat Wen I need data at night, Y must my Normal monthly sub be divided into night and day, I see no good reason for that. Dis is just pushing I, and people I know  away from glo",0,0
359,359,zedd_gram,@DanielRegha @MTNNG @MTNNG  After this my data finish am jejefully migrating to glo atleast there data plan still dope,0,0
360,360,hurller_herphyz,"@DanielRegha @MTNNG @GloWorld please improve in your network so that we can all be using glo,your data plan is the best but poor network.",9,1
361,361,Alausa_O,"There was a time that, GLO was selling 1GB/₦200 for 3 days.

MTN was selling 1GB/₦200 for 7 days.

The two of them just suddenly stopped this dátà plan, despite that, many Nigerians buy this plan a lot.

Would have been a game changer for them.

But, na to exploit dem know",0,0
362,362,GloCare,"@BiGGBaGG01 @GloWorld Hello, @BiGGBaGG01. I am sorry to hear this. Please note that you can subscribe to the Glo special data plan with no Glo night bonus data added to it. Kindly click on the following link to view special data plans. https://t.co/xlWrSbiNej…  
**Yemi",0,0
363,363,GloCare,"@femifire1 Hello @femifire1, I am sorry to hear this. Please note that you can subscribe to the Glo special data plan with no Glo night bonus data added to it. Kindly click on the following link to view special data plans. https://t.co/4112G5GKLn
_Paul",0,0
364,364,Omadelii,"MTN and Glo are direct competitors. One wants to increase the GB for ₦500 and the other adds ₦50 to it's ₦500 data plan but the GB remains the same.

Mind you, it's a 2 day plan.",2,0
365,365,callmemuktar,I need a solid Airtel/GLO data plan,2,0
366,366,GloCare,"@nwannekapeters Hello @nwannekapeters, kindly dial *127*01*glo number # to share data on an active data plan.
**Titi",0,0
367,367,Singapore6,"After this plan expires, @GloWorld show love or else... 👋 👋 

Dear glo, Your network will be replaced soon. To send me a data plan dial 08074474062  

 ... as i dey so, I no dey visit nana....",0,0
368,368,SheriffExcel,"@UnclePauly_ No I'm new to the glo 7gb started using it this week
I think the normal data plan runs faster than this 7gb on my own end",0,0
369,369,Bigwillar,@GloCare @Hdairo_ Glo's internet connection has to be the poorest there is out there (of all telecommunications companies) my business lost 347 thousand naira of my hard earned money due to inability to use the so called data plan We paid for...Do downtimes  last more than 4 hours?,1,0
370,370,Irawo258,"What is wrong with @MTN180  network since yesterday

I can't call nor receive calls, can't do any activities on my line since yesterday.
Had to subscribe to glo data plan to be online today.
Your sim is just displaying NO SERVICE since yesterday.
Wetin happen nah.",0,0
371,371,feyi__sola,Best Data plan for glo please 🥺??,1,0
372,372,ThankGodmantis3,"@Little_darlinn Over here Glo’s  bad 
If you just subscribe for a data plan it get worse",0,0
373,373,NenyeDiva,"Make us your data plug. We deliver like hebrew woman.
MTN data plan
500mb=200
1Gb= 350
2gb=700
3gb= 1050
5gb=1750

AIRTEL data plan
500mb= 300
1gb=500
2gb=1000
5gb=2500

GLO data plan
1.05gb= 600
2.5gb=1250
4.1gb=2000
5.8gb= 2500

9 mobile
3gb=1100
5gb=1800
10gb=3000
20gb=5000 https://t.co/QXHLf6YcPz",2,0
374,374,SEYINGBOPHAMODU,@GloWorldI I recharged my glo line +234 705 697 4634 with 3k. Am finding it difficult to subscribe for 10g data plan using *777#.Its not giving me the option of selecting that of 10g but only showing proceed for the previous data plan which I don't want. Ur help is needed on this,0,0
375,375,Papi_waga,I spending 5k every week renewing my data plan for Glo. Thieves,0,0
